B;135;;56;20030501 12:43;;37;13;AVENUE OF THE AMERICAS NEWINTO;NEWINTON;2127;;;20020719;20030410;495000;;3;SHOP;14;;;;9522727;
B;135;;56;20030303 12:21;;;6/3-5;BLAXLAND AVE 'ASHBURTON';NEWINTON;2127;;;20020508;20030213;385000;;R;RESIDENCE;24;;;;9388700;
