B;085;724459;;;;;46;ELIZABETH PD;LANE COVE W;0;676.6;M;19920730;19920730;280000;A;R;RESIDENCE;;;;;
B;085;;;;;;14;MINDARIE ST;LANE COVE W;0;537.5;M;19941223;19941223;260000;A;R;RESIDENCE;;;;;
B;085;;;;;;50;ELIZABETH PD;LANE COVE W;0;701.9;M;19961202;19961202;113334;A;R;RESIDENCE;;;;;
