B;052;509151;;;;;;.;CURRATHOOL;2711;3.53;H;19900517;19900517;100000;R;R;RESIDENCE;;;;;
B;052;;;;;;;.;CURRATHOOL;2711;6.724;H;19950327;19950327;95000;R;R;RESIDENCE;;;;;
