B;144;1579961;;;;;67;DOLANS RD;SOUTH WOOLOOWARE;0;;;19920207;19920207;218000;A;R;RESIDENCE;;;;;
B;144;1579961;;;;;67;DOLANS RD;SOUTH WOOLOOWARE;0;;;19950830;19950830;490000;A;R;RESIDENCE;;;;;
