B;232;2611901;2;20070616 01:27;;;;BOORARA--------7;COOLABAH (DUBBO);2831;3949;H;20070419;20070531;435000;R;3;FARMLAND;;GA;;0;AD170434;
B;232;2611989;3;20070616 01:27;;;;COLOSSAL;COOLABAH (DUBBO);2831;4123;H;20070419;20070531;400000;R;3;FARMLAND;;GA;;0;AD170419;
