B;708;2883637;92;20050628 09:37;;;LOT7/1;LAYTON ST;CAMPBERDOWN;2050;;;19991006;20011128;305000;;R;RESIDENCE;7;;;0;8305862;
B;211;2987643;349;20030716 14:04;;20;4;ALEXANDRIA DR 'AQUILALN' CITY;CAMPBERDOWN;2050;;;20010406;20030618;540000;;R;RESIDENCE;20;;;0;9739050;
