B;092;3167531;80;20050616 08:42;;23;28;BARCOO ST;EAST CHATSWOOD;2069;;;20041021;20050517;585000;;3;FACTORY;23;;;0;AB493523;
B;092;3167531;82;20050616 08:42;;40;28;BARCOO STREET;EAST CHATSWOOD;2067;;;20040802;20050429;915000;;3;INDUSTRIAL;40;;;0;AB508321;
B;092;3167531;91;20050616 08:42;;23;28;BARCOO ST;EAST CHATSWOOD;2069;;;20041021;20050517;585000;;3;FACTORY;120;;;0;AB493523;
B;092;3167531;92;20050616 08:42;;23;28;BARCOO ST;EAST CHATSWOOD;2069;;;20041021;20050517;585000;;3;FACTORY;123;;;0;AB493523;
B;092;3167531;93;20050616 08:42;;40;28;BARCOO STREET;EAST CHATSWOOD;2067;;;20040802;20050429;915000;;3;INDUSTRIAL;124;;;0;AB508321;
B;092;3167531;94;20050616 08:42;;40;28;BARCOO STREET;EAST CHATSWOOD;2067;;;20040802;20050429;915000;;3;INDUSTRIAL;125;;;0;AB508321;
B;092;3167531;70;20050601 11:12;;1;28;BARCOO ST;EAST CHATSWOOD;2067;;;20040331;20050506;1030000;;R;RESIDENCE;1;;;0;AB470918;
