B;540;3339376;14;20080414 01:22;;;LOTS6&7;DP 116780;DURRAN DURRA VIA BRAIDWOOD;2622;6290;M;20071012;20080201;2820;;V;VACANT LAND;;;;0;AD751671;
B;540;3339377;15;20080414 01:22;;;LOTS6&7;DP 116780;DURRAN DURRA VIA BRAIDWOOD;2622;7278;M;20071012;20080201;2820;;V;VACANT LAND;;;;0;AD751671;
