B;902;3267629;2;20131223 01:36;;;;GARDENVALE STATION;VIA WANAARING;2840;62789;H;20130514;20130826;498298;;3;RURAL;;;;0;AI44281;
B;902;3267629;3;20130304 01:38;;;NANTILLA &;NOT APPLICABLE;VIA WANAARING;2840;62789;H;20121023;20130116;1396345;;3;RURAL;;;;0;AH531898;
B;902;3781047;1;20140707 01:22;;;;GARDENVALE STATION;VIA WANAARING;2840;26031;H;20130514;20130826;498298;;3;RURAL;;;;0;AI44281;
B;902;3781047;1;20140714 01:23;;;;GARDENVALE STATION;VIA WANAARING;2840;26031;H;20130514;20130826;498298;;3;RURAL;;;;0;AI44281;
