B;040;2945231;9;20021204 08:57;;;LOT1;DP 1046082;ARALUEN VIA BRAIDWOOD;2622;;;20020909;20021112;30000;;3;FARMLAND;;;;;9132853;
B;540;3213749;20;20051116 01:21;;;LOT38;MAIN RD;ARALUEN VIA BRAIDWOOD;2622;8094;M;20050829;20050930;60000;;V;VACANT LAND;;;;0;AB824724;
