B;253;2834829;13;20040802 12:13;;;;'OLD GAMALALLY';VIA WALGETT;2832;4177.4;H;20040202;20040630;140000;R;3;FARM;;TC;;0;AA797119;
B;253;2681006;4;20061101 01:23;;;;BINKINI STATION,WLL 5830;VIA WALGETT;2832;6237;H;20060628;20060921;272800;R;3;FARM;;TB;;0;AC676759;
