B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;6;H;19900426;19900426;178000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;5;H;19900601;19900601;37500;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;40;H;19900615;19900615;210000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;4;H;19900706;19900706;120000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;4;H;19900829;19900829;95000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;4;H;19900919;19900919;128000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;5;H;19901023;19901023;87000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;7;H;19901116;19901116;165000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;8;H;19910524;19910524;138000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;3;H;19910607;19910607;125000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;98;H;19910919;19910919;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;6;H;19911212;19911212;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;16;H;19920820;19920820;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH TALAWAHL;PH TALAWAHL;0;3;H;19921015;19921015;167500;;R;RESIDENCE;;;;;
