B;093;998531;28;20170501 01:04;;;17;WIRRINGULLA AVE;ELVINA BAY;2105;700.2;M;20170303;20170413;800000;E3;R;RESIDENCE;;SWN;;0;AM331810;
B;093;998533;10;20180903 01:14;;;13;WIRRINGULLA AVE;ELVINA BAY;2105;695.6;M;20180720;20180823;830000;E3;R;RESIDENCE;;SWN;;0;AN671364;
B;093;998516;11;20170109 01:05;;;40;WIRRINGULLA AVE;ELVINA BAY;2105;499.5;M;20160708;20161130;1650000;E3;R;RESIDENCE;;SWW;;0;AK988569;
B;093;995044;9;20160711 01:03;TRINCOMALEE;;1;STURDEE LANE;ELVINA BAY;2105;5233;M;20160608;20160616;3000000;E3;R;RESIDENCE;;SWW;;0;AK550862;
B;093;3776238;22;20181015 01:13;;;31;STURDEE LANE;ELVINA BAY;2105;1021.1;M;20180608;20181008;4100000;E3;R;RESIDENCE;;SWW;;0;AN765886;
B;093;995024;7;20180521 01:11;;;39;STURDEE LANE;ELVINA BAY;2105;3274;M;20180302;20180413;2750000;E3;R;RESIDENCE;;SWW;;0;AN327045;
B;093;998518;12;20180521 01:11;;;46;WIRRINGULLA AVE;ELVINA BAY;2105;486.9;M;20180313;20180418;650000;E3;R;RESIDENCE;;SWW;;0;AN327822;
B;093;998513;15;20160222 01:13;;;34;WIRRINGULLA AVE;ELVINA BAY;2105;480.6;M;20151202;20160115;920000;E3;R;RESIDENCE;;SWW;;0;AK226828;
B;093;995025;11;20170123 01:04;;;37;STURDEE LANE;ELVINA BAY;2105;1022.5;M;20161018;20161207;1500000;E3;R;RESIDENCE;;SWW;;0;AM25964;
B;093;995037;6;20160125 01:18;;;15;STURDEE LANE;ELVINA BAY;2105;1244.4;M;20151123;20151218;1080000;E3;R;RESIDENCE;;SWW;;0;AK117071;
B;093;998520;18;20170925 01:04;;;41;WIRRINGULLA AVE;ELVINA BAY;2105;556.4;M;20170804;20170915;560000;E3;R;RESIDENCE;;SWN;;0;AM735225;
B;093;998529;21;20160627 01:06;;;21;WIRRINGULLA AVE;ELVINA BAY;2105;588.1;M;20160407;20160526;705000;E3;R;RESIDENCE;;SWN;;0;AK518237;
B;093;3675943;27;20160328 01:15;;;41;STURDEE LANE;ELVINA BAY;2105;1661;M;20160107;20160304;1410000;E3;R;RESIDENCE;;SWW;;0;AK273145;
B;271;998523;113;20251201 01:12;;;35;WIRRINGULLA AVE;ELVINA BAY;2105;543.8;M;20251016;20251127;1000000;C3;R;RESIDENCE;;SWN;;;AV651356;
B;271;998504;99;20200203 01:04;;;6;WIRRINGULLA AVE;ELVINA BAY;2105;692.8;M;20190926;20191217;1600000;E3;R;RESIDENCE;;SWW;;0;AP778534;
B;271;998522;91;20240603 01:07;;;37;WIRRINGULLA AVE;ELVINA BAY;2105;556.4;M;20240430;20240530;850000;C3;R;RESIDENCE;;SWN;;0;AU112616;
