B;101;1105006;47;20051216 01:12;;;;YALWAL RD;YALWAL;2540;78.99;H;20050919;20051031;500000;R;R;RESIDENCE;;RJ;;0;AB949460;
B;101;1105007;48;20051216 01:12;;;;YALWAL RD;YALWAL;2540;68.79;H;20050919;20051031;500000;R;R;RESIDENCE;;RJ;;0;AB949460;
B;101;1105008;38;20120326 01:54;;;;YALWAL RD;YALWAL;2540;34.06;H;20120109;20120307;201000;R;V;VACANT LAND;;RJ;;0;AG870408;
B;101;1069990;;;;;;GRASSY GULLY RD;YALWAL;2541;16.19;H;19960516;19960516;80000;R;R;RESIDENCE;;;;;
B;101;1069990;;;;;;GRASSY GULLY RD;YALWAL;2541;16.19;H;19991115;19991115;200000;R;R;RESIDENCE;;;;;
B;101;1105004;;;;;;YALWAL RD;YALWAL;2541;2.061;H;19991014;19991014;90000;R;R;RESIDENCE;;;;;
