B;158;1742590;3;20110404 01:55;;;120;PAGANS FLAT RD;PAGANS FLAT;2469;603.8;H;20101216;20110127;4567421;R;3;FORESTRY;;RF;;0;AG123214;
B;158;1742590;4;20170807 01:06;;;120;PAGANS FLAT RD;PAGANS FLAT;2469;603.8;H;20170518;20170613;350000;RU1;3;FARM;;RPW;;0;AM596468;
B;158;1742590;5;20170807 01:06;;;120;PAGANS FLAT RD;PAGANS FLAT;2469;603.8;H;20170518;20170613;195000;RU1;3;FARM;;RPW;;0;AM596693;
B;158;1742590;6;20170807 01:06;;;120;PAGANS FLAT RD;PAGANS FLAT;2469;603.8;H;20170518;20170613;1200;RU1;3;FARM;;RPW;;0;AM596715;
B;158;1742590;7;20170807 01:06;;;120;PAGANS FLAT RD;PAGANS FLAT;2469;603.8;H;20170518;20170613;328800;RU1;3;FARM;;RPW;;0;AM596723;
B;158;1742590;8;20170807 01:06;;;120;PAGANS FLAT RD;PAGANS FLAT;2469;603.8;H;20170518;20170613;325000;RU1;3;FARM;;RPW;;0;AM596726;
