B;091;2914407;178;20020716 15:11;;;;;DEEWHY;;;;20010215;20020605;471430;;R;RESIDENCE;6;;;;8733286;
B;091;;141;20020617 12:16;;;;;DEEWHY;;;;20010215;20020524;470250;;R;RESIDENCE;10;;;;8637895;
B;091;;142;20020617 12:16;;;;;DEEWHY;;;;20020325;20020524;510000;;R;RESIDENCE;10;;;;8637896;
B;091;;143;20020617 12:16;;;;;DEEWHY;;;;20020309;20020417;448755;;3;HOME UNIT;3;;;;8640260;
B;091;;144;20020617 12:16;;;;;DEEWHY;;;;20010823;20020524;512500;;R;RESIDENCE;5;;;;8646414;
B;091;;145;20020617 12:16;;;;;DEEWHY;;;;20020216;20020524;437500;;R;RESIDENCE;5;;;;8646413;
B;091;;146;20020617 12:16;;;;;DEEWHY;;;;20010215;20020522;450000;;R;RESIDENCE;8;;;;8650630;
B;091;;147;20020617 12:16;;;;;DEEWHY;;;;20010906;20020522;475000;;R;RESIDENCE;8;;;;8650631;
B;091;;148;20020617 12:16;;;;;DEEWHY;;;;20010215;20010522;460750;;3;UNIT;9;;;;8671820;
B;091;2914407;153;20020702 08:13;;;;;DEEWHY;;;;20010219;20020522;447500;;R;RESIDENCE;1;;;;8705722;
B;091;2914407;154;20020702 08:13;;;;;DEEWHY;;;;20010920;20020522;477500;;R;RESIDENCE;1;;;;8705723;
B;091;2914407;155;20020702 08:13;;;;;DEEWHY;;;;20020424;20020605;525000;;3;UNIT;11;;;;8681320;
B;091;2914407;156;20020702 08:13;;;;;DEEWHY;;;;20020424;20020605;525000;;R;RESIDENCE;11;;;;8681321;
B;091;2914407;157;20020702 08:13;;;;;DEEWHY;;;;20010215;20020524;480876;;3;UNIT;12;;;;8666104;
B;091;2914407;158;20020702 08:13;;;;;DEEWHY;;;;20020404;20020605;543000;;R;RESIDENCE;12;;;;8666105;
B;091;2914407;159;20020702 08:13;;;;;DEEWHY;;;;20010215;20020524;436050;;R;RESIDENCE;2;;;;8679190;
B;091;2914407;160;20020702 08:13;;;;;DEEWHY;;;;20020313;20020524;487500;;3;UNIT;2;;;;8679191;
B;091;2914407;161;20020702 08:13;;;;;DEEWHY;;;;20020215;20020522;452535;;R;RESIDENCE;4;;;;8700276;
B;091;2914407;162;20020702 08:13;;;;;DEEWHY;;;;20010227;20020524;439307;;3;UNIT;7;;;;8711806;
B;091;2914407;163;20020702 08:13;;;;;DEEWHY;;;;20020311;20020524;490000;;R;RESIDENCE;7;;;;8711807;
