B;044;3058738;16;20040316 13:19;;;LOT34;SHILLINGTON AVE;MT CAMPBELL;2620;;;20030627;20040217;158000;;V;VACANT LAND;;;;0;AA449043;
B;044;3058750;19;20040316 13:19;;;LOT46;AHILLINGTON AVENUE;MT CAMPBELL;;;;20030828;20040217;195000;;V;VACANT LAND;;;;0;AA456703;
