B;223;4509918;52;20240401 01:09;;;40;CALDWELL AVE;EDMONDSON PARK;2174;257;M;20230928;20240322;879000;;R;RESIDENCE;6;;;0;AT924317;
B;223;4509918;53;20240401 01:09;;;42;CALDWELL AVE;EDMONDSON PARK;2174;287;M;20230307;20240322;939000;;R;RESIDENCE;7;;;0;AT924911;
B;223;4519629;77;20240401 01:09;;;80;POZIERS RD;EDMONDSON PARK;2174;300.3;M;20240122;20240322;782000;R1;R;RESIDENCE;;DAA;;0;AT928187;
B;223;3725759;84;20240401 01:09;;;1;DARWIN RD;EDMONDSON PARK;2174;450;M;20240210;20240322;1382000;R1;R;RESIDENCE;;DAA;;0;AT926664;
B;223;4382935;87;20240401 01:09;;;24;OKINAWA RD;EDMONDSON PARK;2174;450.1;M;20230828;20240328;1650000;R1;R;RESIDENCE;;DAA;;0;AT945531;
B;223;4382962;88;20240401 01:09;;;20;GOLDSMITH AVE;EDMONDSON PARK;2174;450.1;M;20240209;20240322;955000;R1;R;RESIDENCE;;DAA;;0;AT927869;
B;223;4382965;89;20240401 01:09;;;26;GOLDSMITH AVE;EDMONDSON PARK;2174;450.1;M;20230828;20240327;1717565;R1;R;RESIDENCE;;DAA;;0;AT937091;
B;223;3812863;100;20240401 01:09;;;31;CLEMENT RD;EDMONDSON PARK;2174;499.1;M;20240221;20240322;1105000;R1;R;RESIDENCE;;DAA;;0;AT925093;
B;223;3828678;104;20240401 01:09;;;27;PASSENDALE RD;EDMONDSON PARK;2174;331.6;M;20240203;20240322;1175000;R1;R;RESIDENCE;;DAA;;0;AT926072;
B;223;4257284;110;20240401 01:09;;;24;CROATIA AVE;EDMONDSON PARK;2174;452.8;M;20240210;20240325;1530000;R1;R;RESIDENCE;;DAA;;0;AT931339;
B;223;3995717;80;20170501 01:11;;;25;COLENSO CCT;EDMONDSON PARK;2174;494.5;M;20170120;20170410;550000;R1;V;VACANT LAND;;DAA;;0;AM324286;
B;223;3960812;85;20170501 01:11;;;;SCAPA RD;EDMONDSON PARK;2174;451.9;M;20170301;20170405;863410;R1;R;RESIDENCE;;DAA;;0;AM319610;
B;223;3978815;92;20170501 01:11;;;;JARDINE DR;EDMONDSON PARK;2174;399.5;M;20170331;20170424;499000;R1;V;VACANT LAND;;DAA;;0;AM328765;
B;223;3945869;96;20170501 01:11;;;98;DIAMOND HILL CCT;EDMONDSON PARK;2174;464.3;M;20170303;20170413;542000;R1;V;VACANT LAND;;DAA;;0;AM314137;
B;223;4015299;97;20170501 01:11;;;;DARDANELLES RD;EDMONDSON PARK;2174;300;M;20170215;20170404;440000;R1;V;VACANT LAND;;DAA;;0;AM322175;
B;223;4015305;98;20170501 01:11;;;;DARDANELLES RD;EDMONDSON PARK;2174;450.2;M;20170224;20170404;545000;R1;V;VACANT LAND;;DAA;;0;AM309535;
B;223;4015318;99;20170501 01:11;;;;ANTWERP AVE;EDMONDSON PARK;2174;350;M;20161202;20170411;450000;R1;V;VACANT LAND;;DAA;;0;AM322449;
B;223;4015320;100;20170501 01:11;;;;ANTWERP AVE;EDMONDSON PARK;2174;543.9;M;20161121;20170418;580000;R1;V;VACANT LAND;;DAA;;0;AM315544;
B;223;3907918;101;20170501 01:11;;;;MCKECHNIE RD;EDMONDSON PARK;2174;450;M;20170314;20170411;899000;R1;R;RESIDENCE;;DAA;;0;AM322848;
B;223;3995175;144;20170501 01:11;;;;WAKELING DR;EDMONDSON PARK;2174;461.1;M;20170323;20170426;495000;R1;V;VACANT LAND;;DAA;;0;AM330189;
B;223;4044004;28;20230501 01:19;;;24;MANCHURIA RD;EDMONDSON PARK;2174;450.1;M;20230210;20230421;1170000;R1;R;RESIDENCE;;DAA;;0;AT26028;
B;223;4468716;44;20230501 01:19;;;40;CARNEGIE ST;EDMONDSON PARK;2174;177;M;20200512;20230421;735000;;R;RESIDENCE;8;;;0;AT25482;
B;223;4468716;45;20230501 01:19;;;35;ALLIOT MEWS;EDMONDSON PARK;2174;207;M;20200323;20230424;780000;;R;RESIDENCE;15;;;0;AT30988;
B;223;4468716;46;20230501 01:19;;;43;ALLIOT MEWS;EDMONDSON PARK;2174;206;M;20200312;20230424;780000;;R;RESIDENCE;19;;;0;AT30469;
B;223;4468716;47;20230501 01:19;;;47;ALLIOT MEWS;EDMONDSON PARK;2174;207;M;20201027;20230427;800000;;R;RESIDENCE;21;;;0;AT39010;
B;223;4468716;48;20230501 01:19;;;51;ALLIOT MEWS;EDMONDSON PARK;2174;161;M;20200429;20230421;685000;;R;RESIDENCE;23;;;0;AT28384;
B;223;4407111;50;20230501 01:19;;;25;AACHEN RD;EDMONDSON PARK;2174;435;M;20220713;20230426;1369000;R1;R;RESIDENCE;;DAA;;0;AT34217;
B;223;4407117;51;20230501 01:19;;;24;AACHEN RD;EDMONDSON PARK;2174;479.9;M;20220914;20230426;1439000;R1;R;RESIDENCE;;DAA;;0;AT33896;
B;223;4376404;169;20230501 01:19;;201;120;PASSENDALE RD;EDMONDSON PARK;2174;81;M;20230331;20230427;610000;;R;RESIDENCE;16;;;0;AT38225;
B;223;4306106;172;20230501 01:19;;607;54;SOLDIERS PDE;EDMONDSON PARK;2174;;;20230313;20230424;710000;;R;RESIDENCE;40;;;0;AT30281;
B;223;4111260;35;20200601 01:03;;;13;DRUES AVE;EDMONDSON PARK;2174;459;M;20190925;20200522;1100000;R1;R;RESIDENCE;;DAA;;0;AQ122508;
B;223;4033753;36;20200601 01:03;;;67;JARDINE DR;EDMONDSON PARK;2174;467.3;M;20200417;20200528;610000;R1;V;VACANT LAND;;DAA;;0;AQ135102;
B;223;3827082;41;20200601 01:03;;;8;FREITAS RD;EDMONDSON PARK;2174;452;M;20200423;20200522;800000;R1;R;RESIDENCE;;DAA;;0;AQ121944;
B;223;3804992;43;20200601 01:03;;;4;CUTLER AVE;EDMONDSON PARK;2174;450.1;M;20200417;20200522;845000;R1;R;RESIDENCE;;DAA;;0;AQ122792;
B;223;4198425;33;20240701 01:24;;;;BARBARROSA RD;EDMONDSON PARK;2174;213.8;M;20240514;20240625;950000;R1;R;RESIDENCE;;DAA;;0;AU184360;
B;223;4499789;107;20240701 01:24;;;23;ATWOOD MEWS;EDMONDSON PARK;2174;264;M;20240527;20240625;1250888;;R;RESIDENCE;24;;;0;AU184605;
B;223;4304874;117;20240701 01:24;;701;2;SERGEANT ST;EDMONDSON PARK;2174;;;20240522;20240626;749000;;R;RESIDENCE;57;;;0;AU189484;
B;223;3913143;80;20160801 01:10;;;1;BROWNING RD;EDMONDSON PARK;2174;450.2;M;20160428;20160711;485000;R1;R;RESIDENCE;;DAA;;0;AK606038;
B;223;3945858;86;20160801 01:10;;;12;KRANTZ RD;EDMONDSON PARK;2174;519.7;M;20160524;20160727;528000;;V;VACANT LAND;;;;0;AK627039;
B;223;3933411;92;20160801 01:10;;;;LEAROYD RD;EDMONDSON PARK;2174;340.5;M;20151006;20160609;409900;R1;V;VACANT LAND;;DAA;;0;AK611733;
B;223;4128827;44;20220801 01:29;;12;19;PORT HEDLAND RD;EDMONDSON PARK;2174;351;M;20220706;20220727;950000;;R;RESIDENCE;12;;;0;AS340277;
B;223;4430519;61;20220801 01:29;;;23;BARBARROSA RD;EDMONDSON PARK;2174;487.9;M;20220201;20220727;999950;R1;V;VACANT LAND;;DAA;;0;AS342394;
B;223;4370954;73;20220801 01:29;;;7;CALDWELL AVE;EDMONDSON PARK;2174;434.9;M;20220610;20220722;1156000;R1;R;RESIDENCE;;DAA;;0;AS329388;
B;223;4351653;76;20220801 01:29;;;4;SANDAKAN ST;EDMONDSON PARK;2174;360;M;20211026;20220725;1179000;R1;R;RESIDENCE;;DAA;;0;AS332249;
B;223;4351657;77;20220801 01:29;;;104;CROATIA AVE;EDMONDSON PARK;2174;332.2;M;20211201;20220725;1179000;R1;R;RESIDENCE;;DAA;;0;AS332838;
B;223;4196321;22;20250901 01:10;;;17;JARDINE DR;EDMONDSON PARK;2174;325;M;20250713;20250822;1165000;R1;R;RESIDENCE;;DAA;;;AV355875;
B;223;4078439;38;20250901 01:10;;;105;DALMATIA AVE;EDMONDSON PARK;2174;500;M;20250630;20250825;1396000;R1;R;RESIDENCE;;DAA;;;AV361735;
B;223;4609973;44;20250901 01:10;;;3;DUNKIRK RD;EDMONDSON PARK;2174;450.1;M;20250717;20250828;959950;R1;R;RESIDENCE;;DAA;;;AV373121;
B;223;4584336;56;20250901 01:10;;205;8;GENERAL BVD;EDMONDSON PARK;2174;112;M;20250711;20250822;755000;;R;RESIDENCE;15;;;;AV355823;
B;223;4616033;61;20250901 01:10;;;42;ATWOOD MEWS;EDMONDSON PARK;2174;155;M;20221117;20250828;895000;;R;RESIDENCE;5;;;;AV372076;
B;223;4616033;62;20250901 01:10;;;38;ATWOOD MEWS;EDMONDSON PARK;2174;197;M;20230206;20250828;1015000;;R;RESIDENCE;7;;;;AV372275;
B;223;4616033;63;20250901 01:10;;;30;ATWOOD MEWS;EDMONDSON PARK;2174;155;M;20221121;20250827;895000;;R;RESIDENCE;11;;;;AV367021;
B;223;3852819;86;20250901 01:10;;;20;PERONNE RD;EDMONDSON PARK;2174;466.7;M;20250714;20250825;1450000;R1;R;RESIDENCE;;DAA;;;AV359613;
B;223;4015298;93;20250901 01:10;;;105;DARDANELLES RD;EDMONDSON PARK;2174;300;M;20250711;20250822;1130000;R1;R;RESIDENCE;;DAA;;;AV355488;
B;223;4304974;96;20250901 01:10;;401;56;SOLDIERS PDE;EDMONDSON PARK;2174;;;20250711;20250822;750000;;R;RESIDENCE;21;;;;AV354860;
B;223;4316749;97;20250901 01:10;;;14;BROOME RD;EDMONDSON PARK;2174;468.2;M;20250715;20250826;1520000;R1;R;RESIDENCE;;DAA;;;AV365261;
B;223;3581270;57;20181001 01:27;;;14;COLENSO CCT;EDMONDSON PARK;2174;705.6;M;20180728;20180921;1050000;R1;R;RESIDENCE;;DAA;;0;AN737808;
B;223;4068458;59;20181001 01:27;;;;CROATIA AVE;EDMONDSON PARK;2174;1715;M;20180814;20180925;6675500;B6;V;VACANT LAND;;TEE;;0;AN744144;
B;223;4068461;60;20181001 01:27;;;;CROATIA AVE;EDMONDSON PARK;2174;7168;M;20180814;20180925;6675500;B6;V;VACANT LAND;;TEE;;0;AN744144;
B;223;4111234;61;20181001 01:27;;;42;DRUES AVE;EDMONDSON PARK;2174;300;M;20180914;20180924;420000;R1;V;VACANT LAND;;DAA;;0;AN732497;
B;223;3907924;83;20181001 01:27;;;;PEARSON RD;EDMONDSON PARK;2174;450;M;20180727;20180907;800000;R1;R;RESIDENCE;;DAA;;0;AN724941;
B;223;3911039;84;20181001 01:27;;;10;HOLLIDAY AVE;EDMONDSON PARK;2174;212.5;M;20180806;20180917;640000;R1;R;RESIDENCE;;DAA;;0;AN733950;
B;223;4365700;3;20211101 03:01;;;20;CARNEGIE ST;EDMONDSON PARK;2174;156;M;20210810;20211027;680000;;R;RESIDENCE;6;;;0;AR559599;
B;223;4376308;9;20211101 03:01;;405 B;363;BERNERA RD;EDMONDSON PARK;2174;85;M;20210223;20211022;477500;;R;RESIDENCE;83;;;0;AR546570;
B;223;4387611;10;20211101 03:01;;27;51;HUTTON RD;EDMONDSON PARK;2174;104;M;20210315;20211022;510000;;R;RESIDENCE;10;;;1;AR546599;
B;223;4388142;11;20211101 03:01;;;55;SUNDAY CCT;EDMONDSON PARK;2174;450.1;M;20210419;20211028;649950;R1;R;RESIDENCE;;DAA;;0;AR563190;
B;223;4387611;12;20211101 03:01;;23;51;HUTTON RD;EDMONDSON PARK;2174;183;M;20210326;20211027;581000;;R;RESIDENCE;2;;;0;AR559935;
B;223;4388143;14;20211101 03:01;;;53;SUNDAY CCT;EDMONDSON PARK;2174;491.5;M;20210427;20211028;645950;R1;R;RESIDENCE;;DAA;;0;AR563479;
B;223;4376404;16;20211101 03:01;;2 C;120;PASSENDALE RD;EDMONDSON PARK;2174;83;M;20200706;20211022;470000;;R;RESIDENCE;2;;;0;AR546964;
B;223;4387611;18;20211101 03:01;;25;51;HUTTON RD;EDMONDSON PARK;2174;65;M;20200319;20211027;370000;;R;RESIDENCE;14;;;0;AR560485;
B;223;4365700;21;20211101 03:01;;;27;CARNEGIE ST;EDMONDSON PARK;2174;102;M;20210122;20211026;585000;;R;RESIDENCE;29;;;0;AR554225;
B;223;4387611;33;20211101 03:01;;39;51;HUTTON RD;EDMONDSON PARK;2174;102;M;20210324;20211027;520000;;R;RESIDENCE;32;;;0;AR560675;
B;223;4376308;34;20211101 03:01;;304 A;361;BERNERA RD;EDMONDSON PARK;2174;122;M;20210219;20211022;590000;;R;RESIDENCE;26;;;0;AR547311;
B;223;4267478;35;20211101 03:01;;;227;DALMATIA AVE;EDMONDSON PARK;2174;301.6;M;20210121;20211026;909500;R1;R;RESIDENCE;;DAA;;0;AR554673;
B;223;4365700;37;20211101 03:01;;;22;CARNEGIE ST;EDMONDSON PARK;2174;158;M;20200902;20211027;685000;;R;RESIDENCE;5;;;0;AR561112;
B;223;4387611;38;20211101 03:01;;3;51;HUTTON RD;EDMONDSON PARK;2174;318;M;20210202;20211027;715000;;R;RESIDENCE;8;;;0;AR561115;
B;223;4387611;39;20211101 03:01;;2;51;HUTTON RD;EDMONDSON PARK;2174;217;M;20210327;20211022;600000;;R;RESIDENCE;9;;;0;AR544370;
B;223;3828703;43;20211101 03:01;;;33;SOMME AVE;EDMONDSON PARK;2174;373.5;M;20210920;20211025;1020000;R1;R;RESIDENCE;;DAA;;0;AR549294;
B;223;4387611;45;20211101 03:01;;26;51;HUTTON RD;EDMONDSON PARK;2174;105;M;20210319;20211027;539000;;R;RESIDENCE;12;;;0;AR561279;
B;223;4387611;46;20211101 03:01;;8;51;HUTTON RD;EDMONDSON PARK;2174;109;M;20210528;20211027;543000;;R;RESIDENCE;17;;;0;AR561432;
B;223;4387611;54;20211101 03:01;;7;51;HUTTON RD;EDMONDSON PARK;2174;108;M;20210409;20211027;560000;;R;RESIDENCE;20;;;0;AR557605;
B;223;4387611;55;20211101 03:01;;33;51;HUTTON RD;EDMONDSON PARK;2174;102;M;20210410;20211027;535000;;R;RESIDENCE;21;;;0;AR561584;
B;223;4387611;56;20211101 03:01;;18;51;HUTTON RD;EDMONDSON PARK;2174;106;M;20210329;20211027;566000;;R;RESIDENCE;39;;;0;AR561618;
B;223;4387611;57;20211101 03:01;;20;51;HUTTON RD;EDMONDSON PARK;2174;210;M;20210715;20211022;621000;;R;RESIDENCE;5;;;0;AR544800;
B;223;4387611;59;20211101 03:01;;42;51;HUTTON RD;EDMONDSON PARK;2174;106;M;20210327;20211022;570000;;R;RESIDENCE;37;;;0;AR548144;
B;223;4376404;60;20211101 03:01;;401 C;120;PASSENDALE RD;EDMONDSON PARK;2174;75;M;20210330;20211028;480000;;R;RESIDENCE;32;;;0;AR565155;
B;223;4387611;64;20211101 03:01;;30;51;HUTTON RD;EDMONDSON PARK;2174;107;M;20210902;20211027;550000;;R;RESIDENCE;15;;;0;AR557756;
B;223;4387611;66;20211101 03:01;;40;51;HUTTON RD;EDMONDSON PARK;2174;131;M;20210519;20211022;575000;;R;RESIDENCE;33;;;0;AR548160;
B;223;4387611;74;20211101 03:01;;34;51;HUTTON RD;EDMONDSON PARK;2174;122;M;20210520;20211027;539000;;R;RESIDENCE;22;;;0;AR557987;
B;223;4376308;75;20211101 03:01;;501 B;363;BERNERA RD;EDMONDSON PARK;2174;128;M;20210225;20211022;480000;;R;RESIDENCE;89;;;0;AR548448;
B;223;4387611;82;20211101 03:01;;5;51;HUTTON RD;EDMONDSON PARK;2174;79;M;20191129;20211027;426000;;R;RESIDENCE;18;;;0;AR558357;
B;223;4387611;83;20211101 03:01;;13;51;HUTTON RD;EDMONDSON PARK;2174;119;M;20210530;20211027;559000;;R;RESIDENCE;28;;;0;AR558371;
B;223;4387611;85;20211101 03:01;;29;51;HUTTON RD;EDMONDSON PARK;2174;110;M;20210217;20211027;541000;;R;RESIDENCE;13;;;0;AR558486;
B;223;4387611;86;20211101 03:01;;38;51;HUTTON RD;EDMONDSON PARK;2174;116;M;20210603;20211027;599000;;R;RESIDENCE;34;;;0;AR558515;
B;223;4376308;87;20211101 03:01;;315;363;BERNERA RD;EDMONDSON PARK;2174;130;M;20200911;20211026;595000;;R;RESIDENCE;75;;;0;AR556705;
B;223;4387611;90;20211101 03:01;;9;51;HUTTON RD;EDMONDSON PARK;2174;113;M;20200604;20211027;566000;;R;RESIDENCE;16;;;0;AR558769;
B;223;4376308;91;20211101 03:01;;105 B;363;BERNERA RD;EDMONDSON PARK;2174;84;M;20201222;20211022;470000;;R;RESIDENCE;53;;;0;AR545728;
B;223;4365700;93;20211101 03:01;;;18;CARNEGIE ST;EDMONDSON PARK;2174;205;M;20201020;20211022;785000;;R;RESIDENCE;7;;;0;AR545890;
B;223;4388145;94;20211101 03:01;;;49;SUNDAY CCT;EDMONDSON PARK;2174;603.7;M;20210503;20211028;649950;R1;R;RESIDENCE;;DAA;;0;AR562384;
B;223;4388141;95;20211101 03:01;;;57;SUNDAY CCT;EDMONDSON PARK;2174;450.1;M;20210426;20211028;645950;R1;R;RESIDENCE;;DAA;;0;AR562453;
B;223;4141539;98;20211101 03:01;;39;1;DRINKWATER LANE;EDMONDSON PARK;2174;127;M;20210915;20211027;530000;;R;RESIDENCE;39;;;0;AR558911;
B;223;4376308;101;20211101 03:01;;406 B;363;BERNERA RD;EDMONDSON PARK;2174;89;M;20210223;20211022;477500;;R;RESIDENCE;84;;;0;AR546005;
B;223;4034332;103;20211101 03:01;;;11;RATTEY AVE;EDMONDSON PARK;2174;480;M;20210824;20211025;1400000;R1;R;RESIDENCE;;DAA;;0;AR551006;
B;223;4388139;104;20211101 03:01;;;6;SUNDAY CCT;EDMONDSON PARK;2174;450.1;M;20210423;20211028;629950;R1;V;VACANT LAND;;DAA;;0;AR562477;
B;223;4388138;105;20211101 03:01;;;4;SUNDAY CCT;EDMONDSON PARK;2174;450;M;20210426;20211028;644950;R1;V;VACANT LAND;;DAA;;0;AR562515;
B;223;4388144;106;20211101 03:01;;;51;SUNDAY CCT;EDMONDSON PARK;2174;452.4;M;20210422;20211028;639950;R1;V;VACANT LAND;;DAA;;0;AR562622;
B;223;4387611;107;20211101 03:01;;6;51;HUTTON RD;EDMONDSON PARK;2174;166;M;20210622;20211027;669000;;R;RESIDENCE;19;;;0;AR559202;
B;223;4387611;108;20211101 03:01;;14;51;HUTTON RD;EDMONDSON PARK;2174;113;M;20210416;20211027;570000;;R;RESIDENCE;27;;;0;AR559282;
B;223;4387611;109;20211101 03:01;;37;51;HUTTON RD;EDMONDSON PARK;2174;66;M;20200622;20211027;380000;;R;RESIDENCE;36;;;0;AR559343;
B;223;4387611;110;20211101 03:01;;11;51;HUTTON RD;EDMONDSON PARK;2174;198;M;20210628;20211027;685700;;R;RESIDENCE;31;;;0;AR559507;
B;223;4387611;111;20211101 03:01;;;51;HUTTON RD;EDMONDSON PARK;2174;209;M;20210324;20211027;555000;;R;RESIDENCE;1;;;0;AR559522;
B;223;4387611;112;20211101 03:01;;24;51;HUTTON RD;EDMONDSON PARK;2174;129;M;20210324;20211027;545000;;R;RESIDENCE;3;;;0;AR559536;
B;223;4388146;113;20211101 03:01;;;47;SUNDAY CCT;EDMONDSON PARK;2174;573.9;M;20210503;20211028;645950;R1;V;VACANT LAND;;DAA;;0;AR562908;
B;223;4204145;116;20211101 03:01;;;;BRENNAN WAY;EDMONDSON PARK;2174;247.1;M;20210915;20211027;464995;R1;V;VACANT LAND;;DAA;;0;AR559424;
B;223;4611112;85;20251201 01:11;;;27;SOMME AVE;EDMONDSON PARK;2174;313.2;M;20251028;20251125;748000;R1;V;VACANT LAND;;DAA;;;AV642358;
B;223;3911637;113;20251201 01:11;;;4;HOLLIDAY AVE;EDMONDSON PARK;2174;212.5;M;20251012;20251124;1015000;R1;R;RESIDENCE;;DAA;;;AV638966;
B;223;4303259;116;20251201 01:11;;7;58;PASSENDALE RD;EDMONDSON PARK;2174;145;M;20251010;20251124;775000;;R;RESIDENCE;7;;;;AV637412;
B;223;4304974;120;20251201 01:11;;504;56;SOLDIERS PDE;EDMONDSON PARK;2174;;;20251013;20251124;770000;;R;RESIDENCE;32;;;;AV638568;
B;223;3581259;12;20170102 01:09;;;5;COLENSO CCT;EDMONDSON PARK;2174;573.6;M;20160812;20161215;906000;R1;R;RESIDENCE;;DAA;;0;AM16783;
B;223;3975904;17;20170102 01:09;;;;JARDINE DR;EDMONDSON PARK;2174;405;M;20150429;20161118;385000;R1;V;VACANT LAND;;DAA;;0;AK956804;
B;223;3975917;18;20170102 01:09;;;;LACEY RD;EDMONDSON PARK;2174;450;M;20150527;20161122;450000;R1;V;VACANT LAND;;DAA;;0;AK959841;
B;223;3975929;19;20170102 01:09;;;;LACEY RD;EDMONDSON PARK;2174;355;M;20150430;20161118;365000;R1;V;VACANT LAND;;DAA;;0;AK960975;
B;223;3975950;20;20170102 01:09;;;;SAMMARAH RD;EDMONDSON PARK;2174;363.4;M;20150424;20161117;370000;R1;R;RESIDENCE;;DAA;;0;AK952618;
B;223;3975955;21;20170102 01:09;;;;SAMMARAH RD;EDMONDSON PARK;2174;363.4;M;20160803;20161118;440000;R1;V;VACANT LAND;;DAA;;0;AK964568;
B;223;3975957;22;20170102 01:09;;;;SAMMARAH RD;EDMONDSON PARK;2174;363.4;M;20150501;20161118;370000;R1;V;VACANT LAND;;DAA;;0;AK965097;
B;223;3975958;23;20170102 01:09;;;;SAMMARAH RD;EDMONDSON PARK;2174;363.4;M;20150507;20161118;370000;R1;V;VACANT LAND;;DAA;;0;AK955403;
B;223;3975967;24;20170102 01:09;;;;SAMMARAH RD;EDMONDSON PARK;2174;450;M;20160926;20161118;515000;R1;V;VACANT LAND;;DAA;;0;AK959371;
B;223;3977234;25;20170102 01:09;;;1901;JARDINE DR;EDMONDSON PARK;2174;450.1;M;20160620;20161222;515000;R1;V;VACANT LAND;;DAA;;0;AM20611;
B;223;3977837;26;20170102 01:09;;;;VINNY RD;EDMONDSON PARK;2174;525;M;20161114;20161205;500000;R1;V;VACANT LAND;;DAA;;0;AM21229;
B;223;3978823;27;20170102 01:09;;;17;FOSKETT RD;EDMONDSON PARK;2174;453.3;M;20161220;20161222;115000;R1;V;VACANT LAND;;DAA;;0;AM21185;
B;223;3978825;28;20170102 01:09;;;13;FOSKETT RD;EDMONDSON PARK;2174;450.1;M;20161220;20161222;115000;R1;V;VACANT LAND;;DAA;;0;AM21166;
B;223;3978828;29;20170102 01:09;;;25;FRONTIERS RD;EDMONDSON PARK;2174;450;M;20161202;20161209;520000;R1;V;VACANT LAND;;DAA;;0;AM21165;
B;223;3978831;30;20170102 01:09;;;11;FOSKETT RD;EDMONDSON PARK;2174;450.4;M;20161220;20161222;115000;R1;V;VACANT LAND;;DAA;;0;AM21174;
B;223;3978833;31;20170102 01:09;;;7;FOSKETT RD;EDMONDSON PARK;2174;450.1;M;20161220;20161223;115000;R1;V;VACANT LAND;;DAA;;0;AM22808;
B;223;3976719;38;20170102 01:09;;;;BURROWS AVE;EDMONDSON PARK;2174;341.3;M;20160706;20161122;425000;R1;V;VACANT LAND;;DAA;;0;AK957533;
B;223;3964589;39;20170102 01:09;;;11;LORRAINE RD;EDMONDSON PARK;2174;466.7;M;20160802;20161011;585000;R1;V;VACANT LAND;;DAA;;0;AK956786;
B;223;3964627;40;20170102 01:09;;;;NIVELLE RD;EDMONDSON PARK;2174;466.7;M;20161026;20161118;545000;R1;V;VACANT LAND;;DAA;;0;AM22495;
B;223;3976776;42;20170102 01:09;;;;VINNY RD;EDMONDSON PARK;2174;364.1;M;20160322;20161123;455000;R1;V;VACANT LAND;;DAA;;0;AK960310;
B;223;3976782;43;20170102 01:09;;;;DALMATIA AVE;EDMONDSON PARK;2174;405;M;20161116;20161220;455000;R1;V;VACANT LAND;;DAA;;0;AM18119;
B;223;3976784;44;20170102 01:09;;;;VINNY RD;EDMONDSON PARK;2174;450;M;20160715;20161121;500000;R1;V;VACANT LAND;;DAA;;0;AK965373;
B;223;3976785;45;20170102 01:09;;;;VINNY RD;EDMONDSON PARK;2174;450;M;20160719;20161121;500000;R1;V;VACANT LAND;;DAA;;0;AK954903;
B;223;3978351;46;20170102 01:09;;;;DRUES AVE;EDMONDSON PARK;2174;300;M;20161109;20161209;450000;R1;R;RESIDENCE;;DAA;;0;AM20905;
B;223;4159888;15;20200302 01:05;;;22;SOMME AVE;EDMONDSON PARK;2174;354.9;M;20200122;20200226;475000;R1;R;RESIDENCE;;DAA;;0;AP925138;
B;223;4167967;25;20200302 01:05;;;189;DALMATIA AVE;EDMONDSON PARK;2174;333.5;M;20200203;20200225;900000;R1;R;RESIDENCE;;DAA;;0;AP922456;
B;223;4257292;49;20200302 01:05;;;85;DALMATIA AVE;EDMONDSON PARK;2174;;;20200115;20200226;450000;;V;VACANT LAND;;;;0;AP926103;
B;223;4267573;53;20200302 01:05;;;130;JARDINE DR;EDMONDSON PARK;2174;;;20190207;20200218;599843;;V;VACANT LAND;;;;0;AP909693;
