B;062;536306;4;20180702 01:13;;;231;GALA VALE RD;GALA VALE;2716;959.1;H;20180615;20180615;400000;RU1;3;FARM;;RD1;;0;AN437430;
B;062;536307;1;20181203 01:11;;;1578;CADELL RD;GALA VALE;2716;223.2;H;20181017;20181128;430000;RU1;3;FARM;;RD1;;0;AN892208;
B;062;3620551;3;20170206 01:02;UTONA;;1189;CADELL RD;GALA VALE;2716;445;H;20161005;20170116;1888800;RU1;3;FARM;;RA1;;0;AM107113;
B;062;536311;3;20170515 01:03;;;;CADELL RD;GALA VALE;2716;60.8;H;20170208;20170322;3185444;RU1;3;FARMLANDS;;RD1;;0;AM350675;
B;062;536314;4;20170515 01:03;;;;KIDMAN WAY;GALA VALE;2716;247.1;H;20170208;20170322;3185444;RU1;3;FARMLANDS;;RD1;;0;AM350675;
B;062;536307;6;20170424 01:02;;;1578;CADELL RD;GALA VALE;2716;223.2;H;20170208;20170322;290625;RU1;3;FARM;;RD1;;0;AM299429;
B;270;4386142;5;20211004 01:48;;;1578;CADELL RD;GALA VALE;2716;9.433;H;20200814;20210820;4820;;V;VACANT LAND;;;;0;AR406725;
B;270;3496569;2;20241230 01:10;PT ROGART;;;ROGART RD;GALA VALE;2716;296.74;H;20241030;20241219;2114952;RU1;3;FARM;;RD1;;0;AU701477;
B;270;536313;4;20241230 01:10;SUNNYSIDE;;;MCLENNONS BORE RD;GALA VALE;2716;259;H;20241030;20241219;2114952;RU1;3;FARM;;RD1;;0;AU701477;
B;270;3620551;6;20241230 01:10;UTONA;;1189;CADELL RD;GALA VALE;2716;445;H;20241030;20241219;2039148;RU1;3;FARM;;RA1;;0;AU701486;
B;062;536306;1;20110808 02:52;;;231;GALA VALE RD;GALA VALE;2716;959.1;H;20070821;20070821;1006825;R;3;FARM;;RD;;0;AG314244;
B;062;536313;2;20150622 01:10;SUNNYSIDE;;;MCLENNONS BORE RD;GALA VALE;2716;259;H;20150408;20150520;131200;RU1;3;FARM;;RD1;;0;AJ519356;
