B;139;2893881;71;20021204 09:33;;;MARINABERT;ROSEMEADOW DRIVE;CAPE CABARITA;2137;;;20021010;20021107;94000;;3;MARINA BERTH;15;;;;9108931;
B;139;2893881;86;20030620 11:18;;;14;MARINA BERTH;CAPE CABARITA;2137;;;20030306;20030501;94000;;3;MARINABERTH;14;;;0;9579136;
B;139;2893881;133;20040601 11:56;;;;MARINA BERTH NO 11;CAPE CABARITA;;;;20011123;20020104;98000;;3;MARINA BERTH;11;;XA;0;8263965;
