B;560;527547;9;20090309 01:36;;;1549;ADJUNBILLY RD;ARJUNGBILLY;2727;10.04;H;20090212;20090212;939758;R;3;FARM;;NF;;0;AE501123;
B;560;527548;10;20090309 01:36;;;1549;ADJUNBILLY RD;ARJUNGBILLY;2727;5.006;H;20090212;20090212;939758;R;3;FARM;;NF;;0;AE501123;
B;560;527552;11;20090309 01:36;;;1549;ADJUNBILLY RD;ARJUNGBILLY;2727;5.963;H;20090212;20090212;939758;R;3;FARM;;NF;;0;AE501123;
