B;221;;154;20020502 12:07;;5;;;WENTWORTHVILE;;;;20011130;20011219;314500;;R;RESIDENCE;5;;;;8456574;
B;221;;133;20020301 13:37;;8;;;WENTWORTHVILE;;;;20010912;20011205;294000;;R;RESIDENCE;8;;;;8367198;
B;221;2909933;328;20020603 10:44;;6;;;WENTWORTHVILE;;;;20010914;20011109;296000;;3;ROWMOUSE;6;;XA;;8281365;
