B;902;3479432;1;20180205 01:23;BOORUNGIE;;8578;BARRIER HWY;MUTAWINTJI;2880;68441;H;20170630;20170630;5002000;;3;FARMLAND;;;;0;AM994737;
B;902;3475455;1;20171023 01:09;TIRLTA;;6045;MUTAWINTJI RD;MUTAWINTJI;2880;38263;H;20170821;20170920;2400000;;3;RURAL;;;;0;AM771516;
B;902;3456605;1;20151026 01:16;;;13353;MUTAWINTJI RD;MUTAWINTJI;2880;56983;H;20150520;20150903;2899000;;V;VACANT LAND;;;;0;AJ848811;
B;902;3456605;2;20151026 01:16;;;13353;MUTAWINTJI RD;MUTAWINTJI;2880;56983;H;20150520;20150903;511000;;V;VACANT LAND;;;;0;AJ848812;
B;902;3475447;1;20230731 01:14;;;6602;MUTAWINTJI RD;MUTAWINTJI;2880;9232;H;20230327;20230707;1572681;;3;FARM;;;;0;AT248957;
B;902;3475452;2;20230731 01:14;RAVENDALE STATION;;6602;MUTAWINTJI RD;MUTAWINTJI;2880;28824;H;20230327;20230707;4910199;;3;FARM;;;;0;AT248956;
B;902;3475708;1;20150302 01:23;WATERBAG STATION;;3465;WATERBAG RD;MUTAWINTJI;2880;42534;H;20140404;20141204;2755000;;3;FARM;;;;0;AJ230835;
B;902;3456605;1;20130429 01:28;;;13353;MUTAWINTJI RD;MUTAWINTJI;2880;56983;H;20121008;20121218;2500000;;3;RURAL;;;;0;AH646047;
B;902;3264163;1;20141229 01:24;KOONAWARRA STATION;;10697;MUTAWINTJI RD;MUTAWINTJI;2880;45319;H;20140502;20140613;1150000;;3;GRAZING;;;;0;AJ101211;
