B;139;1450084;19;20010719 11:29;;;15;COLE CRES;LIBERTY GROVE;2138;236.3;M;20010213;20010330;445000;A;R;;;ES;;;7524715;
B;139;1457017;43;20010719 11:29;"ALEXANDER PLACE";4;13;THORPE AVE;LIBERTY GROVE;2138;;;20010216;20010330;380000;;3;Other;4;;;;7516696;
B;139;1457708;49;20010719 11:29;;58;10;WENTWORTH DR;LIBERTY GROVE;2138;;;20010216;20010319;345000;;R;;58;;;;7561288;
B;139;1457055;54;20010719 11:29;;11;;THORPE AVE HOUSE NO: OFF;LIBERTY GROVE;2138;;;20010306;20010328;314000;;3;NULL;11;;;;7545822;
B;139;1457055;55;20010719 11:29;;12;;THORPE AVE HOUSE NO: OFF;LIBERTY GROVE;2138;;;20000913;20010405;310000;;3;Other;12;;;;7541731;
B;139;1457055;56;20010719 11:29;;17;;THORPE AVE HOUSE NO: OFF;LIBERTY GROVE;2138;;;20010206;20010409;314000;;R;;17;;;;7545366;
B;139;1457055;57;20010719 11:29;;19;;THORPE AVE HOUSE NO: OFF;LIBERTY GROVE;2138;;;20010301;20010412;319000;;R;;19;;;;7548934;
B;139;1457055;58;20010719 11:29;;21;;THORPE AVE HOUSE NO: OFF;LIBERTY GROVE;2138;;;20010130;20010412;288000;;R;;21;;;;7548362;
B;139;1457055;59;20010719 11:29;;23;;THORPE AVE HOUSE NO: OFF;LIBERTY GROVE;2138;;;20001219;20010406;365000;;R;;23;;;;7563203;
B;139;1457055;60;20010719 11:29;;26;;THORPE AVE HOUSE NO: OFF;LIBERTY GROVE;2138;;;20000727;20010406;315000;;R;;26;;;;7560992;
B;139;1457055;61;20010719 11:29;;27;;THORPE AVE HOUSE NO: OFF;LIBERTY GROVE;2138;;;20001215;20010405;288000;;R;;27;;;;7530280;
B;139;1449921;11;20011109 11:00;;;12;CHARLTON DR;LIBERTY GROVE;2138;143.6;M;20010606;20010718;393000;A;R;RESIDENCE;;ES;;;7821418;
B;139;1449928;12;20011109 11:00;;;26;CHARLTON DR;LIBERTY GROVE;2138;159.6;M;20010601;20010806;416000;A;R;RESIDENCE;;ES;;;7840466;
B;139;1449930;13;20011109 11:00;;;30;CHARLTON DR;LIBERTY GROVE;2138;179.6;M;20001218;20010815;465000;A;R;RESIDENCE;;ES;;;7865790;
B;139;1455484;48;20011109 11:00;;1;;OULTON AVE HOUSE NO: OFF;LIBERTY GROVE;2138;;;20010529;20010706;360000;;3;HOME UNIT;1;;;;7871195;
