B;207;2017877;83;20020617 12:50;;;44;TORRINGTON RD;LURLINE BAY;2035;;;20020226;20020521;930000;A;R;RESIDENCE;;AK;;;8651099;
B;207;2018183;;;;;11;UNDINE ST;LURLINE BAY;2035;;;19940902;19940902;615000;A;R;RESIDENCE;;;;;
B;207;2018183;;;;;11;UNDINE ST;LURLINE BAY;2035;;;19990717;19990717;907000;A;R;RESIDENCE;;;;;
