B;211;;264;20030217 09:50;;;1/138-142;BOTANY RD;ALEXANDRA;2015;;;20021224;20030207;330000;;R;RESIDENCE;1;;;;9372305;
B;211;;207;20030516 11:59;;;11/40/111-;MCEVOY ST;ALEXANDRA;2015;;;20020227;20030401;315000;;R;RESIDENCE;11;;;;9558099;
B;211;;213;20030516 11:59;;;11/40/111-;MCEVOY ST;ALEXANDRA;2015;;;20020227;20030401;315000;;R;RESIDENCE;72;;;;9558099;
B;708;3086847;305;20040517 12:30;;;11/40/111-;MCEVOY ST;ALEXANDRA;2015;;;20020227;20030401;315000;;R;RESIDENCE;11;;;0;9558099;
B;708;3086847;351;20040517 12:30;;;11/40/111-;MCEVOY ST;ALEXANDRA;2015;;;20020227;20030401;315000;;R;RESIDENCE;72;;;0;9558099;
B;708;3121551;258;20041001 11:15;;;1/138-142;BOTANY RD;ALEXANDRA;2015;;;20021224;20030207;330000;;R;RESIDENCE;1;;;0;9372305;
B;708;3171146;274;20050901 09:58;;;21/30-44;GARDEN STREET;ALEXANDRA;2015;;;20030625;20050722;549000;;V;VACANT LAND;21;;;0;AB697877;
