B;902;3497244;1;20111121 05:06;CORONA;;4834;CORONA RD;BROUGHAMS GATE;2880;51759;H;20110527;20110901;2387250;;3;GRAZING;;;;0;AG526526;
B;902;3267655;1;20120416 01:30;BORDER DOWNS STATION;;8487;BORDER DOWNS RD;BROUGHAMS GATE;2880;58772;H;20111202;20120302;1597453;;3;STATION;;;;0;AG879133;
B;902;3674866;1;20121224 02:08;GUM PARK STATION;;7771;WILANGEE RD;BROUGHAMS GATE;2880;27096.19;H;20120830;20121011;366762;;3;GRAZING;;;;0;AH402414;
B;902;3471578;1;20120123 07:09;MOUNT WESTWARD STATION;;3781;MOUNT WESTWOOD RD;BROUGHAMS GATE;2880;37772;H;20110812;20111111;1500000;;3;FARM;;;;0;AG644237;
B;902;3476873;1;20130211 01:52;GUM PARK STATION;;7771;WILANGEE RD;BROUGHAMS GATE;2880;16575.81;H;20121107;20121220;285558;;R;RESIDENCE;;;;0;AH494317;
B;902;3471578;1;20220228 04:54;MOUNT WESTWARD STATION;;3781;MOUNT WESTWOOD RD;BROUGHAMS GATE;2880;37772;H;20211022;20211224;13800;;R;RESIDENCE;;;;0;AR771202;
B;902;3380786;2;20220228 04:54;;;AVENEL STA;MOUNT WESTWOOD RD;BROUGHAMS GATE;2880;15.9;H;20211022;20211224;13800;;R;RESIDENCE;;;;0;AR771202;
B;902;3471578;3;20220228 04:54;MOUNT WESTWARD STATION;;3781;MOUNT WESTWOOD RD;BROUGHAMS GATE;2880;37772;H;20211022;20211224;23086200;;R;RESIDENCE;;;;0;AR771203;
B;902;3380773;4;20220228 04:54;;;AVENEL STA;BORDER DOWNS RD;BROUGHAMS GATE;2880;11504.24;H;20211022;20211224;23086200;;R;RESIDENCE;;;;0;AR771203;
B;902;3386803;5;20220228 04:54;;;AVENEL STA;BORDER DOWNS RD;BROUGHAMS GATE;2880;38429;H;20211022;20211224;23086200;;R;RESIDENCE;;;;0;AR771203;
B;902;3332480;6;20220228 04:54;AVENEL STATION;;1852;BORDER DOWNS RD;BROUGHAMS GATE;2880;34074;H;20211022;20211224;23086200;;R;RESIDENCE;;;;0;AR771203;
B;902;3476873;1;20220711 01:22;GUM PARK STATION;;7771;WILANGEE RD;BROUGHAMS GATE;2880;16575.81;H;20220412;20220620;2600000;;3;FARM;;;;0;AS230280;
B;902;3674866;1;20240729 01:08;GUM PARK STATION;;7771;WILANGEE RD;BROUGHAMS GATE;2880;27096.19;H;20240311;20240611;5000000;;3;FARMLAND;;;;0;AU145682;
B;902;3756568;1;20250210 01:05;;;WILANGEE, ;WILANGEE RD;BROUGHAMS GATE;2880;61326;H;20241002;20250113;12030000;;3;FARM;;;;0;AU742305;
B;902;3476873;1;20250714 01:14;GUM PARK STATION;;7771;WILANGEE RD;BROUGHAMS GATE;2880;16575.81;H;20250407;20250612;2665000;;3;FARM;;;;;AV140085;
B;902;3476873;1;20250811 01:22;GUM PARK STATION;;7771;WILANGEE RD;BROUGHAMS GATE;2880;16575.81;H;20250407;20250612;2665000;;3;FARM;;;;;AV140085;
