B;026;424067;8;20020109 09:43;;;;PH NARRAWA;WHEEO;2583;299.9;H;20010120;20010910;315104;R;V;VACANT LAND;;GE;;;7959496;
B;026;424536;10;20020109 09:43;"HEELERS RIDGE";;2726;SAPPHIRE RD;WHEEO;2583;4000;M;20010320;20010328;70000;R;R;RESIDENCE;;RE;;;7520163;
B;026;2856629;8;20011109 12:44;;;;PH WINDUELLA & PH WHEEO;WHEEO;2583;218.9;H;20010411;20010822;126575;;3;FARM LANDS;;;;;7894058;
B;026;423704;9;20020502 11:10;;;;PH JERRARA;WHEEO;2583;32.38;H;20020228;20020409;145000;R;3;FARM.RURAL;;RE;;;8518650;
B;026;422203;1;20020902 13:25;THE SELECTION;;;;WHEEO;2583;157.9;H;20020716;20020716;10000;R;3;FARM;;GF;;;8841600;
B;026;424506;8;20020301 13:03;;;;PH WHEEO;WHEEO;2583;180.9;H;20010911;20011023;58000;R;V;VACANT LAND;;GE;;;8198183;
B;026;424579;9;20020301 13:03;;;;PH WINDUELLA;WHEEO;2583;8.094;H;20011221;20020201;250000;R;R;RESIDENCE;;RE;;;8357567;
B;026;424536;20;20020201 11:31;"HEELERS RIDGE";;2726;SAPPHIRE RD;WHEEO;2583;4000;M;20011130;20011130;75000;R;R;RESIDENCE;;RE;;;8241459;
B;026;2856630;23;20020201 11:31;;;;PH WINDUELLA;WHEEO;2583;81.27;H;20010801;20010905;146000;R;V;VACANT LAND;;RE;;;7924664;
B;026;423681;8;20020716 14:53;;;;PH JERRARA;WHEEO;2583;40.47;H;20020502;20020618;67000;R;V;VACANT LAND;;RE;;;8744285;
B;026;424488;11;20020801 13:42;;;;PH WHEEO;WHEEO;2583;206.2;H;20020328;20020628;520000;R;3;FARM;;GE;;;8779677;
B;026;424582;7;20021204 08:56;;;;PH WINDUELLA;WHEEO;2583;7031;M;20020918;20021030;25000;R;V;VACANT LAND;;XE;;;9095214;
B;026;424582;13;20020916 13:44;;;;PH WINDUELLA;WHEEO;2583;7031;M;20010709;20010928;5900;R;R;RESIDENCE;;XE;;;8932113;
B;026;424083;6;20031216 12:02;;;;PH NARRAWA;WHEEO;2583;284.4;H;20030826;20031105;780000;R;R;RESIDENCE;;GE;;0;AA203337;
B;026;423678;10;20030217 09:23;;;;BEVENDALE RD;WHEEO;2583;59.07;H;20021107;20021209;300000;R;3;FARM;;GE;;;9317085;
B;026;423718;5;20030801 12:07;;;573;BEVENDALE RD;WHEEO;2583;24.11;H;20030521;20030707;275000;R;3;;;RE;;0;9804759;
B;026;3042954;8;20031201 11:12;;;;PH JERRARA;WHEEO;2583;179.7;H;20030905;20031017;325000;;3;RURAL;;;;0;AA84235;
B;526;424536;15;20040601 12:07;"HEELERS RIDGE";;2726;SAPPHIRE RD;WHEEO;2583;4000;M;20011130;20011121;75000;R;R;RESIDENCE;;RE;RR;0;8241459;
B;526;3088449;40;20040601 12:07;;;;BEVENDALE RD;WHEEO;2583;132.32;H;20031106;20040116;235838;;V;VACANT LAND;;;;0;AA389718;
B;526;3088450;41;20040601 12:07;;;;BEVENDALE RD;WHEEO;2583;103.2;H;20031106;20040116;183922;;V;VACANT LAND;;;;0;AA389719;
B;526;424504;5;20041001 11:14;;;;BARRY DR;WHEEO;2583;56.25;H;20040518;20040630;139000;R;V;VACANT LAND;;RE;;0;AA966361;
B;526;424493;9;20061216 01:20;;;;PH WHEEO;WHEEO;2583;209;H;20060926;20061108;619200;R;V;VACANT LAND;;GE;;0;AC771236;
B;526;424086;6;20061201 01:22;;;;PH NARRAWA;WHEEO;2583;57.98;H;20060919;20061108;156000;R;3;FARM;;RE;;50;AC740378;
B;526;423687;6;20061101 01:24;;;;PH JERRARA;WHEEO;2583;324.5;H;20060815;20060926;1275000;R;R;RESIDENCE;;GE;;0;AC640079;
B;526;424060;11;20070716 01:27;;;;PH NARRAWA;WHEEO;2583;12.14;H;20060627;20060627;6000000;R;3;FARM;;RE;;0;AD155189;
B;526;424581;11;20070916 01:23;;;;SAPPHIRE RD;WHEEO;2583;30.55;H;20070726;20070823;140000;R;V;VACANT LAND;;RE;;0;AD376992;
B;526;424509;12;20080818 01:19;;;;PH WHEEO;WHEEO;2583;13.12;H;20080529;20080730;380000;R;R;RESIDENCE;;RE;;0;AE136734;
B;526;424522;5;20080922 01:15;;;;'WEERONA';WHEEO;2583;661.59;H;20080731;20080808;7000;R;V;VACANT LAND;;GE;;0;AE162910;
B;526;423718;3;20090209 01:26;;;573;BEVENDALE RD;WHEEO;2583;24.11;H;20081106;20081211;350000;R;R;RESIDENCE;;RE;;0;AE417418;
B;526;424536;1;20090921 01:42;;;2725;SAPPHIRE RD;WHEEO;2583;4000;M;20090806;20090831;170000;R;R;RESIDENCE;;RE;;0;AE955425;
B;526;424553;3;20100628 04:59;;;1484;WHEEO RD;WHEEO;2583;189.74;H;20091215;20100423;610500;R;3;FARM;;GE;;0;AF557445;
B;526;3503572;9;20100315 02:10;;;LOT6;LOST RIVER RD;WHEEO;2583;19.93;H;20081120;20100121;140000;R;R;RESIDENCE;;RC;;0;AF297654;
B;526;424535;1;20111226 02:56;;;2717;SAPPHIRE RD;WHEEO;2583;104.53;H;20111005;20111121;410000;RU2;3;FARM LAND;;UHC;;0;AG645172;
B;526;3088448;3;20110228 02:31;;;409;BEVENDALE RD;WHEEO;2583;183.11;H;20101028;20110117;598000;RU2;3;FARM;;UGD;;0;AG37787;
B;526;3042954;6;20121224 02:05;;;;PH JERRARA;WHEEO;2583;179.7;H;20121130;20121203;25000;RU2;V;VACANT LAND;;UGD;;0;AH405101;
B;526;3695074;6;20130422 01:25;;;;SAPPHIRE RD;WHEEO;2583;117.8;H;20130116;20130125;408891;;V;VACANT LAND;;;;0;AH559334;
B;526;3695075;5;20130610 01:21;;;;SAPPHIRE RD;WHEEO;2583;270.3;H;20130116;20130125;968710;RU2;3;FARM;;UGO;;0;AH708055;
B;526;2841411;1;20141020 01:14;HILLVIEW;;1634;WHEEO RD;WHEEO;2583;8.128;H;20140819;20141007;395000;RU2;R;RESIDENCE;;UHA;;0;AI951845;
B;526;424523;1;20150112 01:21;;;212;BEVENDALE RD;WHEEO;2583;41.1;H;20141030;20141211;445000;RU2;R;RESIDENCE;;UHC;;0;AJ142484;
B;526;3929439;14;20160523 01:19;;;;BEVENDALE RD;WHEEO;2583;133.5;H;20151002;20160422;490000;;3;FARM;;;;0;AK406464;
B;526;3938319;7;20160613 01:17;;;;BEVENDALE RD;WHEEO;2583;11.94;M;20151002;20160422;40000;;3;FARM;;;;0;AK467866;
B;526;2841411;3;20170213 01:09;HILLVIEW;;1634;WHEEO RD;WHEEO;2583;8.128;H;20170109;20170206;525000;RU2;R;RESIDENCE;;UHA;;0;AM136730;
B;526;4044984;5;20170717 01:11;;;;WHEEO RD;WHEEO;2583;221.35;H;20170427;20170703;750000;;3;FARM;;;;0;AM549221;
B;526;4077933;11;20171127 01:18;;;;CLAREVALE RD;WHEEO;2583;1.879;H;20170226;20171103;2393;;V;VACANT LAND;;;;0;AM891415;
B;526;4118259;2;20180521 01:16;;;;WHEEO RD;WHEEO;2583;3.253;H;20170227;20180420;20850;;V;VACANT LAND;;;;0;AN302487;
B;526;4118261;3;20180521 01:16;;;;CLAREVALE RD;WHEEO;2583;7.637;H;20170227;20180420;20850;;V;VACANT LAND;;;;0;AN302487;
B;526;4118262;4;20180521 01:16;;;;SAPPHIRE RD;WHEEO;2583;3.171;H;20170227;20180420;20850;;V;VACANT LAND;;;;0;AN302487;
B;526;4121310;9;20180528 01:22;;;;WHEEO RD;WHEEO;2583;2.518;H;20171211;20180504;5240;;V;VACANT LAND;;;;0;AN340548;
B;526;4145514;4;20180820 01:15;;;;WHEEO RD;WHEEO;2583;6.764;H;20170522;20180719;9652;;V;VACANT LAND;;;;0;AN560830;
B;526;4151776;3;20180910 01:22;;;1634;WHEEO RD;WHEEO;2583;7714;M;20171217;20180807;3182;;V;VACANT LAND;;;;0;AN665258;
B;526;4213357;7;20190603 01:08;;;;WHEEO RD;WHEEO;2583;10.15;H;20180928;20190222;17488;;V;VACANT LAND;;;;0;AP196335;
B;526;4238632;1;20190923 01:12;;;;WHEEO RD;WHEEO;2583;4.983;H;20180811;20190730;9991;;V;VACANT LAND;;;;0;AP465113;
B;526;4318164;5;20201005 01:04;;;;WHEEO RD;WHEEO;2583;16.19;H;20200908;20200918;100000;;3;FARM;;;;0;AQ403682;
B;526;4328670;6;20201123 01:03;;;;WHEEO RD;WHEEO;2583;104.844;H;20200902;20201113;925000;;3;FARM;;;;0;AQ555457;
B;526;3720139;4;20210208 01:03;;;891;BEVENDALE RD;WHEEO;2583;83.411;H;20201221;20210201;639600;RU2;3;FARM;;URG;;0;AQ767081;
B;526;3720140;5;20210208 01:03;;;847;BEVENDALE RD;WHEEO;2583;101.17;H;20201221;20210201;1030400;RU2;3;FARM;;UGD;;0;AQ767024;
B;526;424535;3;20210607 01:03;;;2717;SAPPHIRE RD;WHEEO;2583;104.53;H;20210414;20210526;1350000;RU1;3;FARM;;UGN;;0;AR85409;
B;526;424583;3;20211025 01:51;;;1221;WHEEO RD;WHEEO;2583;4022;M;20210913;20211020;270000;RU2;R;RESIDENCE;;URF;;0;AR536867;
B;526;4396902;1;20211129 02:10;;;1525;WHEEO RD;WHEEO;2583;16.19;H;20210927;20211108;415000;;3;FARM;;;;0;AR594031;
B;526;3707818;15;20220425 05:01;;;2;SAPPHIRE RD;WHEEO;2583;62.37;H;20220405;20220419;450000;RU2;V;VACANT LAND;;URG;;0;AS56992;
B;526;4396903;4;20220926 02:41;REDGROUND;;1601;WHEEO RD;WHEEO;2583;303.72;H;20220630;20220811;4600000;RU2;R;RESIDENCE;;UGD;;0;AS383105;
B;526;424582;3;20230206 01:09;MOWBRAY ;;;WHEEO RD;WHEEO;2583;7031;M;20221221;20230201;625000;RU2;R;RESIDENCE;;URF;;0;AS829465;
B;526;4503910;6;20230911 01:07;;;;CLAREVALE RD;WHEEO;2583;5.63;H;20230417;20230628;14066;;V;VACANT LAND;;;;0;AT380603;
B;026;;;;;;;PH WHEEO;WHEEO;2583;269.6;H;19901220;19901220;682650;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;56.79;H;19910125;19910125;94900;R;R;RESIDENCE;;;;;
B;026;423704;;;;;;PH JERRARA;WHEEO;2583;32.38;H;19911128;19911128;68000;R;R;RESIDENCE;;;;;
B;026;424064;;;;;;PH NARRAWA;WHEEO;2583;204;H;19910709;19910709;125000;R;R;RESIDENCE;;;;;
B;026;424547;;;;;;PH WINDUELLA;WHEEO;2583;81.07;H;19910809;19910809;147500;;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;97;H;19920910;19920910;6800;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;18.93;H;19920910;19920910;19445;;R;RESIDENCE;;;;;
B;026;;;;;;;PH NARRAWA;WHEEO;2583;402;H;19920210;19920210;205000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH WHEEO;WHEEO;2583;54.22;H;19920220;19920220;505000;R;R;RESIDENCE;;;;;
B;026;424582;;;;;;PH WINDUELLA;WHEEO;2583;7031;M;19921210;19921210;0;R;R;RESIDENCE;;;;;
B;026;424549;;;;;;PH WINDUELLA;WHEEO;2583;124;H;19921220;19921220;180000;R;R;RESIDENCE;;;;;
B;026;423708;;;;;;PH JERRARA;WHEEO;2583;64.15;H;19930720;19930720;60000;;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;196.1;H;19930818;19930818;55000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;196.1;H;19930818;19930818;80000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;32.38;H;19930831;19930831;120000;;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;16.19;H;19930921;19930921;10020;;R;RESIDENCE;;;;;
B;026;;;;;;;PH NARRAWA;WHEEO;2583;569.8;H;19930630;19930630;10000;R;R;RESIDENCE;;;;;
B;026;424082;;;;;;PH NARRAWA;WHEEO;2583;80.94;H;19930804;19930804;220000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH WHEEO;WHEEO;2583;1607;H;19930910;19930910;412500;;R;RESIDENCE;;;;;
B;026;424554;;;;;;PH WINDUELLA;WHEEO;2583;8;H;19930108;19930108;60000;R;R;RESIDENCE;;;;;
B;026;2794228;;;;;;PH WINDUELLA;WHEEO;2583;91.34;H;19930601;19930601;177180;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH WINDUELLA;WHEEO;2583;365.3;H;19930909;19930909;520000;;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;194.5;H;19940624;19940624;250000;;R;RESIDENCE;;;;;
B;026;423689;;;;;;PH JERRARA;WHEEO;2583;336.5;H;19940927;19940927;45000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;336.5;H;19940927;19940927;48000;;R;RESIDENCE;;;;;
B;026;423682;;;;;;PH JERRARA;WHEEO;2583;18.41;H;19941129;19941129;108000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;16.19;H;19941220;19941220;40000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH WHEEO;WHEEO;2583;185;H;19941007;19941007;1000;;R;RESIDENCE;;;;;
B;026;;;;;;;PH WHEEO;WHEEO;2583;185;H;19941007;19941007;419000;;R;RESIDENCE;;;;;
B;026;424563;;;;;;PH WINDUELLA;WHEEO;2583;83.14;H;19940517;19940517;84968;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH WINDUELLA;WHEEO;2583;32.38;H;19940517;19940517;90144;R;R;RESIDENCE;;;;;
B;026;424562;;;;;;PH WINDUELLA;WHEEO;2583;123.7;H;19940517;19940517;115112;;R;RESIDENCE;;;;;
B;026;;;;;;;PH WINDUELLA;WHEEO;2583;16.19;H;19940601;19940601;20000;;R;RESIDENCE;;;;;
B;026;424542;;;;;;PH WINDUELLA;WHEEO;2583;76.2;H;19940812;19940812;89500;;R;RESIDENCE;;;;;
B;026;;;;;;;PH WINDUELLA;WHEEO;2583;143.7;H;19941024;19941024;275000;;R;RESIDENCE;;;;;
B;026;424521;;;;;;PH WINDUELLA;WHEEO;2583;68.5;H;19941220;19941220;105000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;15.43;H;19950206;19950206;100000;;R;RESIDENCE;;;;;
B;026;;;;;;;PH WHEEO;WHEEO;2583;1074;H;19950210;19950210;80000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH WHEEO;WHEEO;2583;60.7;H;19950224;19950224;148000;;R;RESIDENCE;;;;;
B;026;;;;;;;PH WHEEO;WHEEO;2583;104;H;19950620;19950620;1067000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH WHEEO;WHEEO;2583;36.48;H;19950810;19950810;118000;R;R;RESIDENCE;;;;;
B;026;424544;;;;;;PH WINDUELLA;WHEEO;2583;1.82;H;19950117;19950117;90000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH WINDUELLA;WHEEO;2583;4000;M;19950216;19950216;30000;;R;RESIDENCE;;;;;
B;026;2794172;;;;;;PH NARRAWA;WHEEO;2583;16.83;H;19960715;19960715;226164;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH NARRAWA;WHEEO;2583;94.3;H;19960814;19960814;116890;;R;RESIDENCE;;;;;
B;026;424074;;;;;;PH NARRAWA;WHEEO;2583;307.8;H;19960820;19960820;250000;;R;RESIDENCE;;;;;
B;026;;;;;;;PH WHEEO;WHEEO;2583;72.84;H;19960206;19960206;179110;R;R;RESIDENCE;;;;;
B;026;424487;;;;;;PH WHEEO;WHEEO;2583;134.9;H;19960206;19960206;333238;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH WINDUELLA;WHEEO;2583;199.9;H;19961219;19961219;438567;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH WHEEO;WHEEO;2583;34.64;H;19970210;19970210;85000;R;R;RESIDENCE;;;;;
B;026;424489;;;;;;PH WHEEO;WHEEO;2583;39.15;H;19970312;19970312;87300;;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;40.47;H;19980529;19980529;2500;R;R;RESIDENCE;;;;;
B;026;424541;;;;;;PH WINDUELLA;WHEEO;2583;55.32;H;19980702;19980702;80;R;R;RESIDENCE;;;;;
B;026;423707;;;;;;PH JERRARA;WHEEO;2583;32.38;H;19990930;19990930;132000;R;R;RESIDENCE;;;;;
B;026;424493;;;;;;PH WHEEO;WHEEO;2583;209;H;19990520;19990520;309863;;R;RESIDENCE;;;;;
B;026;;;;;;;PH WINDUELLA;WHEEO;2583;111.2;H;19990521;19990521;250000;R;R;RESIDENCE;;;;;
B;026;424549;;;;;;PH WINDUELLA;WHEEO;2583;124;H;19990909;19990909;236000;R;R;RESIDENCE;;;;;
B;026;423667;;;;;;PH JERRARA;WHEEO;2583;225.3;H;20000113;20000113;250000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH JERRARA;WHEEO;2583;360.6;H;20000228;20000228;2250000;R;R;RESIDENCE;;;;;
B;026;;;;;;;PH NARRAWA;WHEEO;2583;305.1;H;20000613;20000613;150000;R;R;RESIDENCE;;;;;
B;026;424511;;;;;;PH WHEEO;WHEEO;2583;81.67;H;20000113;20000113;1250000;R;R;RESIDENCE;;;;;
B;026;424570;;;;;;PH WINDUELLA;WHEEO;2583;72.44;H;20000803;20000803;108000;R;R;RESIDENCE;;;;;
B;026;;;;;;2726;SAPPHIRE RD;WHEEO;2583;4000;M;20010320;20010320;70000;R;R;RESIDENCE;;;;;
