B;902;3264950;10;20060816 01:22;;;LOT18;BURKE ST;SILVERTON VIA BROKEN HILL;2880;;;20030613;20030806;500;;V;VACANT LAND;;;;0;9903489;
B;902;3264562;26;20060816 01:22;;;;CNR BURKE & LAYARD STREETS;SILVERTON VIA BROKEN HILL;2880;;;20020325;20020614;36000;;3;ART GALLERY L;;;;0;8753521;
