B;097;3134080;69;20041216 08:32;;;LOT25;CONGA RD;CONGA;2537;;;20040722;20041206;300000;;V;VACANT LAND;;;;0;AB151204;
B;097;3134080;49;20050104 11:43;;;LOT25;CONGA RD;CONGA;2537;;;20040722;20041206;300000;;V;VACANT LAND;;;RV;0;AB151204;
