B;002;2790689;;;;;;;UPPER CHICHESTER;2420;16.19;H;19940901;19940901;40000;;R;RESIDENCE;;;;;
B;002;;;;;;;;UPPER CHICHESTER;2420;16.19;H;19990628;19990628;480000;R;R;RESIDENCE;;;;;
