B;142;;;;;;10;ANNETTE AVE;MOOREFIELD;2217;483;M;19900927;19900927;0;;R;RESIDENCE;;;;;
B;142;;;;;;27;CIVIC AVE;MOOREFIELD;2217;522;M;19900626;19900626;0;;R;RESIDENCE;;;;;
B;142;;;;;;29;CIVIC AVE;MOOREFIELD;2217;518;M;19900626;19900626;0;;R;RESIDENCE;;;;;
B;142;;;;;7;7;CROSS ST;MOOREFIELD;2217;0;M;19900622;19900622;0;;R;RESIDENCE;;;;;
B;142;;;;;;28;LACHAL AVE;MOOREFIELD;2217;473;M;19900516;19900516;0;;R;RESIDENCE;;;;;
B;142;;;;;;27;MARSHALL ST;MOOREFIELD;2217;536;M;19901206;19901206;1;;R;RESIDENCE;;;;;
B;142;;;;;;37;MARSHALL ST;MOOREFIELD;2217;380;M;19900911;19900911;0;;R;RESIDENCE;;;;;
B;142;;;;;;35;TRAYNOR AVE;MOOREFIELD;2217;467;M;19900207;19900207;0;;R;RESIDENCE;;;;;
B;142;;;;;;13;MOOREFIELD AVE;MOOREFIELD;2217;467;M;19910622;19910622;0;;R;RESIDENCE;;;;;
B;142;;;;;;29;MOOREFIELD AVE;MOOREFIELD;2217;481;M;19910103;19910103;0;;R;RESIDENCE;;;;;
B;142;;;;;;22;OAKDALE AVE;MOOREFIELD;2217;481;M;19910415;19910415;0;;R;RESIDENCE;;;;;
B;142;;;;;10;4;PRESIDENT AVE;MOOREFIELD;2217;0;M;19910705;19910705;145500;;R;RESIDENCE;;;;;
B;142;;;;;17;42;PRESIDENT AVE;MOOREFIELD;2217;0;M;19911115;19911115;117000;;R;RESIDENCE;;;;;
B;142;;;;;5;8;PRESIDENT AVE;MOOREFIELD;2217;0;M;19910813;19910813;0;;R;RESIDENCE;;;;;
B;142;;;;;;7;TRAYNOR AVE;MOOREFIELD;2217;468;M;19910401;19910401;0;;R;RESIDENCE;;;;;
B;142;;;;;;18;FAIRWAY AVE;MOOREFIELD;2217;565;M;19920516;19920516;0;;R;RESIDENCE;;;;;
B;142;;;;;;9;LACHAL AVE;MOOREFIELD;2217;470;M;19920128;19920128;0;;R;RESIDENCE;;;;;
B;142;;;;;;39;MARSHALL ST;MOOREFIELD;2217;381;M;19920427;19920427;0;;R;RESIDENCE;;;;;
B;142;;;;;;14;MOOREFIELD AVE;MOOREFIELD;2217;461;M;19920527;19920527;0;;R;RESIDENCE;;;;;
B;142;;;;;;20;MOOREFIELD AVE;MOOREFIELD;2217;467;M;19920223;19920223;0;;R;RESIDENCE;;;;;
B;142;;;;;3;12;PRESIDENT AVE;MOOREFIELD;2217;0;M;19920414;19920414;134500;;R;RESIDENCE;;;;;
B;142;;;;;6;4;PRESIDENT AVE;MOOREFIELD;2217;0;M;19920525;19920525;137000;;R;RESIDENCE;;;;;
B;142;;;;;2;4;PRESIDENT AVE;MOOREFIELD;2217;0;M;19921223;19921223;135000;;R;RESIDENCE;;;;;
B;142;;;;;16;7;CROSS ST;MOOREFIELD;2217;0;M;19930225;19930225;0;;R;RESIDENCE;;;;;
