B;117;3505137;3;20100315 01:59;;;LOT1&2;DP 1144211;WAROO;2871;6.15;H;20100205;20100205;18200;;V;VACANT LAND;;;;0;AF323523;
B;117;3505138;4;20100315 01:59;;;LOT1&2;DP 1144211;WAROO;2871;12.15;H;20100205;20100205;18200;;V;VACANT LAND;;;;0;AF323523;
