B;230;2606001;1;20160404 01:16;MANDELMAN;;;GOL GOL RD;ARUMPO;2715;33159;H;20131107;20151019;655456;RU1;3;FARMING;;RG1;;0;AJ965684;
B;230;2605999;2;20220725 01:14;DOCKERTY;;2001;DOCKERTY RD;ARUMPO;2715;8993;H;20220413;20220627;3146778;RU1;3;FARM;;RG1;;0;AS252960;
B;230;2605841;2;20170828 01:08;MULURULU STATION;;;MULURULU RD;ARUMPO;2715;47270;H;20170428;20170704;5750000;RU1;3;FRAMING;;RG1;;0;AM594396;
B;230;4055380;4;20170828 01:08;;;;DOCKERTY RD;ARUMPO;2715;26682;H;20170512;20170704;3990000;;3;FARM;;;;0;AM578456;
B;230;4055381;5;20170828 01:08;;;;DOCKERTY RD;ARUMPO;2715;129.5;H;20170419;20170704;10835;;V;VACANT LAND;;;;0;AM592864;
B;230;4055382;6;20170828 01:08;;;;GOL GOL RD;ARUMPO;2715;17091;H;20170428;20170704;5750000;;3;FRAMING;;;;0;AM594396;
B;255;4615798;2;20250602 01:20;MUNGO LODGE;;10142;ARUMPO RD;ARUMPO;2715;65.094;H;20250120;20250411;1500000;;3;COMMERCIAL;;;;0;AU971127;
B;255;2982518;1;20230703 01:13;BANOON;;;ARUMPO RD;ARUMPO;2715;107.6;H;20230308;20230530;4080000;RU1;3;FARM;;AQ1;;0;AT130989;
B;255;4471258;8;20230306 01:08;;;;TOP HUT RD;ARUMPO;2715;20091;H;20220708;20221104;4426965;;3;FARM;;;;0;AS609692;
B;255;2921981;1;20250317 01:16;MONTARNA;;1290;PETRO MAIL RD;ARUMPO;2715;12955;H;20241108;20250228;3650000;RU1;3;FARM;;AQ1;;0;AU859886;
B;255;2921981;3;20220221 08:34;MONTARNA;;1290;PETRO MAIL RD;ARUMPO;2715;12955;H;20211115;20220127;3550000;RU1;3;FARM;;AQ1;;0;AR839184;
B;255;4057318;2;20200622 01:02;TOP HUT STATION;;10142;ARUMPO RD;ARUMPO;2715;65.1;H;20191021;20200203;960000;RU1;3;HOTEL;;AP1;;0;AP891144;
B;255;2685292;2;20160627 01:14;TOP HUT STATION;;10142;ARUMPO RD;ARUMPO;2715;60;H;20140905;20150709;200000;RU1;3;BUSINESS;;AP1;;0;AK515855;
B;255;2685292;6;20170828 01:08;TOP HUT STATION;;10142;ARUMPO RD;ARUMPO;2715;60;H;20160630;20170101;100000;RU1;3;ACCOMMODATION;;AP1;;0;AM476873;
B;255;2685252;3;20180129 01:22;;;2423;PETRO MAIL RD;ARUMPO;2715;26587;H;20171017;20171215;9000000;RU1;3;FARM;;AQ1;;0;AN30714;
B;255;2982518;1;20111107 02:04;BANOON;;;ARUMPO RD;ARUMPO;2715;107.6;H;20110501;20110922;1060000;R;3;FARM;;AP;;0;AG574988;
B;255;2685148;1;20120116 03:14;TURLEE STATION;;;ARUMPO RD;ARUMPO;2715;6033;H;20110701;20110701;3600000;R;3;FARM/RURAL;;AP;;0;AG689694;
B;230;2605999;1;20121105 01:34;MELTON GROVE;;;DOCKERTY RD;ARUMPO;2715;8993;H;20120815;20121012;335000;RU1;3;FARM;;RG1;;0;AH318015;
B;255;2685148;2;20130916 01:35;TURLEE STATION;;;ARUMPO RD;ARUMPO;2715;6033;H;20130417;20130729;464593;RU1;3;FARM;;AP1;;0;AH942606;
