B;153;;;;;;48;GRAFTON ST;COPMANHURST VILLAGE;2460;1897;M;19981102;19981102;44000;Z;R;RESIDENCE;;;;;
B;153;1716196;;;;;9;PRESCOTT ST;COPMANHURST VILLAGE;2460;1182;M;19980730;19980730;52500;Z;R;RESIDENCE;;;;;
B;153;;;;;;54;EATON ST;COPMANHURST VILLAGE;2460;3449;M;19990726;19990726;25000;Z;R;RESIDENCE;;;;;
B;153;1716267;;;;;66;EATON ST;COPMANHURST VILLAGE;2460;3935;M;19990602;19990602;21000;Z;R;RESIDENCE;;;;;
B;153;;;;;;6;STUART ST;COPMANHURST VILLAGE;2460;2783;M;19990406;19990406;3500;Z;R;RESIDENCE;;;;;
B;153;1716170;;;;;;GRAFTON ST;COPMANHURST VILLAGE;2460;2.555;H;20000211;20000211;15000;R;R;RESIDENCE;;;;;
