B;139;;;;;;9;EDITH AV;CONCORD EAST;0;;;19950630;19950630;237000;A;R;RESIDENCE;;;;;
B;139;;;;;;9;EDITH AV;CONCORD EAST;0;;;19951206;19951206;23700;A;R;RESIDENCE;;;;;
