B;130;1290904;5;20070916 01:13;;;;"TRIGG HILL";MURONBUNG;2831;30.41;H;20070710;20070821;255000;R;R;RESIDENCE;;HH;;0;AD379221;
B;114;3254362;14;20121015 01:23;;;;WARRAWILLAN RD;MURONBUNG;2830;240;H;20120810;20120921;175000;RU1;V;VACANT LAND;;RNR;;0;AH273011;
B;130;;;;;;;;MURONBUNG;2830;30.41;H;19960207;19960207;26000;;R;RESIDENCE;;;;;
B;130;1290902;;;;;;;MURONBUNG;2830;13.99;H;19981002;19981002;120000;;R;RESIDENCE;;;;;
B;130;;;;;;;;MURONBUNG;2830;118.9;H;19991005;19991005;103000;R;R;RESIDENCE;;;;;
