B;149;3152003;12;20050216 14:05;;;69;MOSES ROCK RD;CASCADE;2453;40.47;H;20050114;20050114;170000;;3;FARM;;;;0;AB225070;
B;149;1660184;2;20181105 01:15;;;72;BRIGGSVALE RD;CASCADE;2453;64.01;H;20180920;20181031;985000;RU2;3;FARM;;RLL;;0;AN822797;
