B;139;1457667;9;20160201 01:22;;;154;WELLBANK ST;NORTH STRATHFIELD;2137;743.25;M;20151003;20160118;2250000;R3;R;RESIDENCE;;ESD;;0;AK174503;
B;139;1450319;10;20160201 01:22;;;161;CONCORD RD;NORTH STRATHFIELD;2137;202.3;M;20151128;20160122;1000000;B1;3;COMMERCIAL;;CCC;;0;AK168476;
B;139;1447768;11;20160201 01:22;;;3;ALLEN ST;NORTH STRATHFIELD;2137;468.4;M;20150918;20151217;2250000;R2;R;RESIDENCE;;EQQ;;0;AK153564;
B;139;1452797;6;20210301 01:01;;;128;GEORGE ST;NORTH STRATHFIELD;2137;562.8;M;20201121;20210222;1875000;R2;R;RESIDENCE;;EQQ;;0;AQ816498;
B;139;4518861;10;20240401 01:08;;;22;CONWAY AVE;NORTH STRATHFIELD;2137;520;M;20231125;20240325;2010000;R2;R;RESIDENCE;;EQQ;;0;AT932486;
B;139;1449691;16;20240401 01:08;;;11;CARRINGTON ST;NORTH STRATHFIELD;2137;334.34;M;20240215;20240328;2260000;R3;R;RESIDENCE;;ESD;;0;AT941569;
B;139;1447881;18;20240401 01:08;;;14;ARGONNE ST;NORTH STRATHFIELD;2137;572.2;M;20240131;20240328;2450000;R2;R;RESIDENCE;;EQQ;;0;AT945751;
B;139;1456136;20;20240401 01:08;;;73;QUEEN ST;NORTH STRATHFIELD;2137;455.3;M;20230725;20240325;2025000;R3;R;RESIDENCE;;ESD;;0;AT930109;
B;139;1456139;7;20200601 01:01;;;67;QUEEN ST;NORTH STRATHFIELD;2137;430;M;20200414;20200526;1480000;R3;R;RESIDENCE;;ESD;;0;AQ126884;
B;139;1452617;9;20160801 01:06;;66;23;GEORGE ST;NORTH STRATHFIELD;2137;;;20160511;20160706;712000;;R;RESIDENCE;66;;;0;AK617416;
B;139;1452617;5;20220801 01:25;;107;23;GEORGE ST;NORTH STRATHFIELD;2137;;;20220702;20220726;830000;;R;RESIDENCE;107;;;0;AS336994;
B;139;4600583;7;20250901 01:09;;;98;GEORGE ST;NORTH STRATHFIELD;2137;299.7;M;20250809;20250822;3010000;R4;R;RESIDENCE;;RNS;;;AV357340;
B;139;1452617;15;20250901 01:09;;119;23;GEORGE ST;NORTH STRATHFIELD;2137;;;20250626;20250825;800000;;R;RESIDENCE;119;;;;AV360218;
B;139;1453083;16;20250901 01:09;;;15 A;HAMILTON ST;NORTH STRATHFIELD;2137;572.2;M;20250719;20250822;3600000;R4;R;RESIDENCE;;RNS;;;AV355425;
B;139;1452548;18;20251201 01:09;KAURI;4 K;19;GEORGE ST;NORTH STRATHFIELD;2137;;;20251014;20251125;1060000;;R;RESIDENCE;4;;;;AV644307;
B;139;1453077;19;20251201 01:09;;;12;HAMILTON ST;NORTH STRATHFIELD;2137;572.2;M;20251028;20251121;1000000;R4;R;RESIDENCE;;RNS;;;AV631174;
B;139;1452802;1;20230102 01:05;;;116;GEORGE ST;NORTH STRATHFIELD;2137;563.4;M;20220825;20221223;2100000;R2;R;RESIDENCE;;EQQ;;0;AS759181;
B;139;3517691;3;20200302 01:03;;601 H;27;GEORGE ST;NORTH STRATHFIELD;2137;;;20200121;20200221;1010000;;R;RESIDENCE;61;;;0;AP919045;
B;139;1447885;10;20200302 01:03;;;15;ARGONNE ST;NORTH STRATHFIELD;2137;904.2;M;20191214;20200226;900000;R2;R;RESIDENCE;;EQQ;;0;AP924827;
B;139;3037671;2;20160502 01:14;;6;148;WELLBANK ST;NORTH STRATHFIELD;2137;;;20160319;20160427;1280000;;R;RESIDENCE;6;;;0;AK384324;
B;139;1455148;9;20220502 09:16;;9;2;NAPIER ST;NORTH STRATHFIELD;2137;;;20220318;20220427;715000;;R;RESIDENCE;9;;;0;AS77967;
B;139;4078197;27;20220502 09:16;;1;150;CONCORD RD;NORTH STRATHFIELD;2137;445;M;20220324;20220427;2035000;;R;RESIDENCE;1;;;0;AS80085;
B;139;1457493;29;20220502 09:16;;;21;WARSAW ST;NORTH STRATHFIELD;2137;537.5;M;20220226;20220428;2020000;R2;R;RESIDENCE;;EQQ;;0;AS84998;
B;139;4329674;32;20220502 09:16;;;23;NAPIER ST;NORTH STRATHFIELD;2137;401;M;20220301;20220426;2510000;;R;RESIDENCE;2;;;0;AS72192;
B;139;3517691;9;20250602 01:16;;205 J;27;GEORGE ST;NORTH STRATHFIELD;2137;;;20250408;20250528;780000;;R;RESIDENCE;76;;;0;AV98526;
B;139;1452351;9;20210802 01:02;;23 B;19;GEORGE ST;NORTH STRATHFIELD;2137;;;20210615;20210727;730000;;R;RESIDENCE;23;;;0;AR279442;
B;139;1452381;18;20240902 01:06;;16 C;19;GEORGE ST;NORTH STRATHFIELD;2137;;;20240716;20240822;820000;;R;RESIDENCE;16;;;0;AU352907;
B;139;1456525;61;20171002 01:06;;3;5;SHIPLEY AVE;NORTH STRATHFIELD;2137;111.5;M;20170811;20170922;817000;;R;RESIDENCE;3;;;0;AM764827;
B;139;3003951;2;20231002 01:05;HAMILTON GARDENS;22;2 A;HAMILTON ST;NORTH STRATHFIELD;2137;;;20230830;20230922;790000;;R;RESIDENCE;22;;;0;AT459816;
B;139;1449690;9;20231002 01:05;;;9;CARRINGTON ST;NORTH STRATHFIELD;2137;334.34;M;20230816;20230925;2623000;R3;R;RESIDENCE;;ESD;;0;AT465935;
B;139;1452311;10;20231002 01:05;;30 A;19;GEORGE ST;NORTH STRATHFIELD;2137;;;20230811;20230922;755000;;R;RESIDENCE;30;;;0;AT461424;
B;139;3000798;4;20151102 01:07;;5;158;WELLBANK ST;NORTH STRATHFIELD;2137;;;20150919;20151019;1151000;;R;RESIDENCE;5;;;0;AJ930452;
B;139;1452503;11;20201102 01:07;;11 E;19;GEORGE ST;NORTH STRATHFIELD;2137;;;20200907;20201023;690000;;R;RESIDENCE;11;;;0;AQ497282;
B;139;4138447;2;20241202 01:06;;;27 A;CARRINGTON ST;NORTH STRATHFIELD;2137;334.5;M;20240921;20241122;2920000;R3;R;RESIDENCE;;ESD;;0;AU609790;
B;139;1455173;42;20250203 01:02;;2;14;NAPIER ST;NORTH STRATHFIELD;2137;;;20241217;20250128;857500;;R;RESIDENCE;2;;;0;AU782548;
B;139;1455173;6;20230403 01:06;;4;14;NAPIER ST;NORTH STRATHFIELD;2137;;;20230223;20230324;710000;;R;RESIDENCE;4;;;0;AS953320;
B;139;1452475;8;20240603 01:05;;7 G;19;GEORGE ST;NORTH STRATHFIELD;2137;;;20240327;20240529;830000;;R;RESIDENCE;7;;;0;AU110024;
