B;224;4204885;1;20240101 01:10;;615;240;GREAT WESTERN HWY;KINGSWOOD;2747;68;M;20231117;20231222;350000;;R;RESIDENCE;80;;;0;AT731357;
B;224;2535939;6;20240101 01:10;;;14;CALGAROO CRES;KINGSWOOD;2747;627.4;M;20231028;20231222;1074000;R2;R;RESIDENCE;;RGT;;0;AT733133;
B;224;3428301;4;20160201 01:27;;30;22;RODGERS ST;KINGSWOOD;2747;139;M;20151209;20160120;410000;;R;RESIDENCE;30;;;0;AK164845;
B;224;2547393;13;20160201 01:27;;14;29;FIRST ST;KINGSWOOD;2747;;;20151123;20160118;350000;;R;RESIDENCE;14;;;0;AK165396;
B;224;2547428;17;20160201 01:27;;6;23;FIRST ST;KINGSWOOD;2747;;;20151120;20160120;350000;;R;RESIDENCE;6;;;0;AK165072;
B;224;2568603;59;20160201 01:27;;;6;NICHOLS PL;KINGSWOOD;2747;556.4;M;20151021;20160118;600000;R2;R;RESIDENCE;;RGC;;0;AK166724;
B;224;2580130;75;20160201 01:27;;;7;STAPLEY ST;KINGSWOOD;2747;588.1;M;20151128;20160120;600000;R2;R;RESIDENCE;;RGT;;0;AK162894;
B;224;2529051;2;20210201 01:02;;;35;ANTHONY CRES;KINGSWOOD;2747;556.4;M;20201210;20210122;640000;R3;R;RESIDENCE;;BMD;;0;AQ743585;
B;224;2589514;26;20210201 01:02;;;4;YATE CL;KINGSWOOD;2747;962.3;M;20210125;20210125;900000;R2;R;RESIDENCE;;RGT;;0;AQ749928;
B;224;2563685;44;20210201 01:02;;;35;MANNING ST;KINGSWOOD;2747;669.05;M;20201217;20210128;750000;R3;R;RESIDENCE;;BMD;;0;AQ756425;
B;224;2579910;46;20210201 01:02;;;84;STAFFORD ST;KINGSWOOD;2747;885.2;M;20200903;20210125;830000;R3;R;RESIDENCE;;BMD;;0;AQ750796;
B;224;2579911;47;20210201 01:02;;;82;STAFFORD ST;KINGSWOOD;2747;872.6;M;20200903;20210125;830000;R3;R;RESIDENCE;;BMD;;0;AQ750836;
B;224;3512314;66;20210201 01:02;;4;5;SANTLEY CRES;KINGSWOOD;2747;;;20201214;20210125;355000;;R;RESIDENCE;4;;;0;AQ749037;
B;224;4339945;89;20210201 01:02;;3;70;BRINGELLY RD;KINGSWOOD;2747;259;M;20201012;20210127;645000;;R;RESIDENCE;3;;;0;AQ755524;
B;224;2585521;39;20210301 01:02;;9;53;VICTORIA ST;KINGSWOOD;2747;;;20210122;20210223;370000;;R;RESIDENCE;9;;;0;AQ819864;
B;224;2577626;42;20210301 01:02;;;8;SECOND AVE;KINGSWOOD;2747;638.6;M;20210112;20210223;730000;R3;R;RESIDENCE;;BMD;;0;AQ820343;
B;224;2577649;43;20210301 01:02;;;34;SECOND AVE;KINGSWOOD;2747;651.3;M;20210128;20210225;755000;R3;R;RESIDENCE;;BMD;;0;AQ825793;
B;224;2545437;52;20210301 01:02;;1;16;ELIZABETH CRES;KINGSWOOD;2747;;;20210114;20210225;563000;;R;RESIDENCE;1;;;0;AQ826964;
B;224;2992738;53;20210301 01:02;;5;10;FIRST ST;KINGSWOOD;2747;;;20210108;20210219;505000;;R;RESIDENCE;5;;;0;AQ812133;
B;224;3239395;64;20210301 01:02;;5;20;SANTLEY CRES;KINGSWOOD;2747;;;20210109;20210222;322000;;R;RESIDENCE;5;;;0;AQ817998;
B;224;4339945;77;20210301 01:02;;6;70;BRINGELLY RD;KINGSWOOD;2747;198;M;20210128;20210225;610000;;R;RESIDENCE;6;;;0;AQ826288;
B;224;4339945;78;20210301 01:02;;7;70;BRINGELLY RD;KINGSWOOD;2747;197;M;20210210;20210224;617000;;R;RESIDENCE;7;;;0;AQ825116;
B;224;2551130;10;20240401 01:09;;8;146;GREAT WESTERN HWY;KINGSWOOD;2747;;;20240211;20240325;578000;;R;RESIDENCE;8;;;0;AT930680;
B;224;2547418;15;20240401 01:09;;9;25;FIRST ST;KINGSWOOD;2747;;;20240212;20240325;325000;;R;RESIDENCE;9;;;0;AT929887;
B;224;2547428;17;20240401 01:09;;7;23;FIRST ST;KINGSWOOD;2747;;;20240215;20240328;390000;;R;RESIDENCE;7;;;0;AT943768;
B;224;2549143;25;20240401 01:09;;10;27;GEORGE ST;KINGSWOOD;2747;;;20240211;20240322;540000;;R;RESIDENCE;10;;;0;AT925950;
B;224;2570556;30;20240401 01:09;;21;56;PARK AVE;KINGSWOOD;2747;;;20240215;20240328;308000;;R;RESIDENCE;21;;;0;AT941872;
B;224;2577177;45;20240401 01:09;;6;23;SANTLEY CRES;KINGSWOOD;2747;;;20240215;20240328;335000;;R;RESIDENCE;6;;;0;AT941131;
B;224;4066009;68;20240401 01:09;;102 A;48;DERBY ST;KINGSWOOD;2747;103;M;20240227;20240326;505000;;R;RESIDENCE;4;;;0;AT933987;
B;224;4066009;69;20240401 01:09;;202 A;48;DERBY ST;KINGSWOOD;2747;106;M;20240301;20240327;490000;;R;RESIDENCE;11;;;0;AT938118;
B;224;4066009;70;20240401 01:09;;701 A;48;DERBY ST;KINGSWOOD;2747;122;M;20240209;20240322;565000;;R;RESIDENCE;45;;;0;AT926901;
B;224;3983884;98;20240401 01:09;;10;28;JOSEPH ST;KINGSWOOD;2747;;;20240215;20240328;657500;;R;RESIDENCE;10;;;0;AT942380;
B;224;2900923;5;20170501 01:11;;12;67;PARK AVE;KINGSWOOD;2747;208;M;20170323;20170411;520000;;R;RESIDENCE;12;;;0;AM327711;
B;224;2534203;18;20170501 01:11;;;70;BRINGELLY RD;KINGSWOOD;2747;613.4;M;20170227;20170424;780000;R3;R;RESIDENCE;;BMD;;0;AM326499;
B;224;2551392;27;20170501 01:11;;2;149;GREAT WESTERN HWY;KINGSWOOD;2747;;;20170221;20170418;275000;;3;SHOP;2;;;0;AM323134;
B;224;2568964;55;20170501 01:11;;;50;OAG CRES;KINGSWOOD;2747;625.4;M;20170329;20170412;635000;R2;R;RESIDENCE;;RGT;;0;AM331524;
B;224;2528118;6;20230501 01:19;;;2;ALGIE CRES;KINGSWOOD;2747;645;M;20230310;20230421;780000;R3;R;RESIDENCE;;BMD;;0;AT28983;
B;224;2545379;10;20230501 01:19;;;23;ELIZABETH CRES;KINGSWOOD;2747;645;M;20230313;20230424;760000;R2;R;RESIDENCE;;RGT;;0;AT30137;
B;224;3277991;49;20230501 01:19;;8;22;GEORGE ST;KINGSWOOD;2747;;;20230313;20230426;661000;;R;RESIDENCE;8;;;0;AT35118;
B;224;2535935;24;20240701 01:25;;;49;MANNING ST;KINGSWOOD;2747;831.4;M;20240520;20240624;1200000;R2;R;RESIDENCE;;RGT;;0;AU182515;
B;224;2570894;32;20240701 01:25;;;220;PARKER ST;KINGSWOOD;2747;625;M;20240523;20240621;920000;R2;R;RESIDENCE;;RGT;;0;AU176039;
B;224;4111372;68;20240701 01:25;;14;206;GREAT WESTERN HWY;KINGSWOOD;2747;;;20240512;20240621;515000;;R;RESIDENCE;14;;;0;AU176213;
B;224;3852408;82;20240701 01:25;;5;64;JOSEPH ST;KINGSWOOD;2747;;;20240515;20240626;675000;;R;RESIDENCE;5;;;0;AU191407;
B;224;3803918;83;20240701 01:25;;1;76;JONES ST;KINGSWOOD;2747;;;20240514;20240625;523000;;R;RESIDENCE;1;;;0;AU187374;
B;224;4297205;94;20240701 01:25;;4;32;JOSEPH ST;KINGSWOOD;2747;229;M;20240516;20240627;750000;;R;RESIDENCE;4;;;0;AU195499;
B;224;2545440;18;20160801 01:10;;;10;ELIZABETH CRES;KINGSWOOD;2747;645;M;20160505;20160704;600000;R2;R;RESIDENCE;;RGT;;0;AK611661;
B;224;2570685;26;20160801 01:10;;;6;PARK AVE;KINGSWOOD;2747;626;M;20160530;20160711;510000;R3;R;RESIDENCE;;BMD;;0;AK609819;
B;224;2563676;42;20160801 01:10;;;40;MANNING ST;KINGSWOOD;2747;556.4;M;20160530;20160715;676000;R3;R;RESIDENCE;;BMD;;0;AK620555;
B;224;2577295;47;20160801 01:10;;3;24;SANTLEY CRES;KINGSWOOD;2747;;;20160525;20160721;350000;;R;RESIDENCE;3;;;0;AK620465;
B;224;2575576;64;20160801 01:10;;15;9;RODGERS ST;KINGSWOOD;2747;;;20160518;20160629;329000;;R;RESIDENCE;15;;;0;AK619104;
B;224;4204885;7;20220801 01:29;;314;240;GREAT WESTERN HWY;KINGSWOOD;2747;106;M;20220610;20220725;480000;;R;RESIDENCE;62;;;0;AS333324;
B;224;2539603;19;20220801 01:29;;;8;CLEMSON ST;KINGSWOOD;2747;613.4;M;20220613;20220725;745000;R2;R;RESIDENCE;;RGT;;0;AS333091;
B;224;2570587;28;20220801 01:29;;3;54;PARK AVE;KINGSWOOD;2747;;;20220610;20220722;310000;;R;RESIDENCE;3;;;0;AS330796;
B;224;2570900;33;20220801 01:29;;;232;PARKER ST;KINGSWOOD;2747;627.1;M;20220615;20220727;950000;R2;R;RESIDENCE;;RGT;;0;AS340959;
B;224;2579476;44;20220801 01:29;;;41;SOMERSET ST;KINGSWOOD;2747;758.8;M;20220517;20220726;1400000;B4;R;RESIDENCE;;BKM;;0;AS338432;
B;224;2579699;48;20220801 01:29;;;55;STAFFORD ST;KINGSWOOD;2747;1556;M;20220427;20220727;1845000;B4;R;RESIDENCE;;BKM;;0;AS341148;
B;224;2551103;16;20250901 01:10;;;28;GREAT WESTERN HWY;KINGSWOOD;2747;597.7;M;20250716;20250827;1280000;R3;R;RESIDENCE;;BMD;;;AV369094;
B;224;2570464;57;20250901 01:10;;31;63;PARK AVE;KINGSWOOD;2747;;;20250729;20250828;418000;;R;RESIDENCE;31;;;;AV370391;
B;224;3608089;61;20250901 01:10;;;12;YEELANNA PL;KINGSWOOD;2747;;;20250526;20250825;1035000;;R;RESIDENCE;2;;;;AV360698;
B;224;3338594;89;20250901 01:10;;2;29;SOMERSET ST;KINGSWOOD;2747;;;20250711;20250822;727000;;R;RESIDENCE;2;;;;AV354623;
B;224;2545088;42;20181001 01:27;;;6;EDITH ST;KINGSWOOD;2747;650.39;M;20180522;20180924;730000;R3;R;RESIDENCE;;BMD;;0;AN743544;
B;224;2551414;46;20181001 01:27;;;63;GREAT WESTERN HWY;KINGSWOOD;2747;778.2;M;20180326;20180716;600000;R3;R;RESIDENCE;;BMD;;0;AN674654;
B;224;2551415;47;20181001 01:27;;;61;GREAT WESTERN HWY;KINGSWOOD;2747;1049.8;M;20180326;20180716;1000000;R3;R;RESIDENCE;;BMD;;0;AN674656;
B;224;2549184;50;20181001 01:27;;4;1;GEORGE ST;KINGSWOOD;2747;;;20180804;20180918;431000;;R;RESIDENCE;4;;;0;AN733689;
B;224;2570556;55;20181001 01:27;;6;56;PARK AVE;KINGSWOOD;2747;;;20180815;20180927;290000;;R;RESIDENCE;6;;;0;AN743972;
B;224;3599530;87;20181001 01:27;;7;5 A;EDITH ST;KINGSWOOD;2747;;;20180727;20180921;585000;;R;RESIDENCE;7;;;0;AN729870;
B;224;4111372;92;20181001 01:27;;47;206;GREAT WESTERN HWY;KINGSWOOD;2747;;;20150811;20180528;528500;;R;RESIDENCE;47;;;0;AN730270;
B;224;4111372;93;20181001 01:27;;47;206;GREAT WESTERN HWY;KINGSWOOD;2747;;;20180502;20180528;520000;;R;RESIDENCE;47;;;0;AN730271;
B;224;4112677;94;20181001 01:27;;3;67;FIRST ST;KINGSWOOD;2747;;;20180802;20180913;555000;;R;RESIDENCE;3;;;0;AN723543;
B;224;4131731;95;20181001 01:27;;;68;BRINGELLY RD;KINGSWOOD;2747;1006;M;20180813;20180912;3125000;R3;R;RESIDENCE;;BMD;;0;AN730235;
B;224;4052205;125;20181001 01:27;;;65;JONES ST;KINGSWOOD;2747;1366;M;20180718;20180907;1450000;R3;R;RESIDENCE;;BMD;;0;AN737587;
B;224;4052206;126;20181001 01:27;;;65 A;JONES ST;KINGSWOOD;2747;150.3;M;20180718;20180907;1450000;R3;R;RESIDENCE;;BMD;;0;AN737587;
B;224;2577221;19;20211101 03:04;;4;17;SANTLEY CRES;KINGSWOOD;2747;;;20210821;20211028;340000;;R;RESIDENCE;4;;;0;AR564070;
B;224;3599530;54;20211101 03:04;;12;5 A;EDITH ST;KINGSWOOD;2747;;;20210915;20211027;565000;;R;RESIDENCE;12;;;0;AR557973;
B;224;4197913;61;20211101 03:04;;2;13;STAFFORD ST;KINGSWOOD;2747;;;20210912;20211025;600000;;R;RESIDENCE;2;;;0;AR550310;
B;224;2570556;72;20211101 03:04;;18;56;PARK AVE;KINGSWOOD;2747;;;20210909;20211025;295000;;R;RESIDENCE;18;;;0;AR550762;
B;224;2557491;3;20251201 01:11;;5;71;JOSEPH ST;KINGSWOOD;2747;;;20251110;20251126;750000;;R;RESIDENCE;5;;;;AV650031;
B;224;2546835;10;20251201 01:11;;;7;FARLOW PL;KINGSWOOD;2747;556.4;M;20251022;20251127;1020000;R2;R;RESIDENCE;;RGC;;;AV651722;
B;224;2570638;30;20251201 01:11;;;28;PARK AVE;KINGSWOOD;2747;866.3;M;20250813;20251127;800000;R3;R;RESIDENCE;;BMD;;;AV654329;
B;224;2570639;31;20251201 01:11;;;27;PARK AVE;KINGSWOOD;2747;803;M;20250813;20251127;800000;R3;R;RESIDENCE;;BMD;;;AV654338;
B;224;2568956;41;20251201 01:11;;;34;OAG CRES;KINGSWOOD;2747;560;M;20250825;20251124;1066000;R2;R;RESIDENCE;;RGT;;;AV639026;
B;224;2579965;47;20251201 01:11;;;48;STAFFORD ST;KINGSWOOD;2747;752.5;M;20250925;20251124;1300000;R3;R;RESIDENCE;;BMD;;;AV637675;
B;224;2585674;49;20251201 01:11;;;134;VICTORIA ST;KINGSWOOD;2747;581.7;M;20250625;20251125;850000;R3;R;RESIDENCE;;BMD;;;AV644840;
B;224;2570433;56;20251201 01:11;;14;66;PARK AVE;KINGSWOOD;2747;;;20251013;20251124;399200;;R;RESIDENCE;14;;;;AV639502;
B;224;4066009;69;20251201 01:11;;102 B;48;DERBY ST;KINGSWOOD;2747;106;M;20251015;20251126;560000;;R;RESIDENCE;61;;;;AV647389;
B;224;4293464;97;20251201 01:11;;12;69;GREAT WESTERN HWY;KINGSWOOD;2747;216;M;20251029;20251126;875000;;R;RESIDENCE;12;;;;AV647649;
B;224;3277991;30;20170102 01:09;;6;22;GEORGE ST;KINGSWOOD;2747;;;20161024;20161205;505000;;R;RESIDENCE;6;;;0;AM17213;
B;224;3778024;31;20170102 01:09;;6;45;JONES ST;KINGSWOOD;2747;193;M;20161010;20161121;535000;;R;RESIDENCE;6;;;0;AK951333;
B;224;3455037;2;20200302 01:05;;6;36;STAFFORD ST;KINGSWOOD;2747;;;20200124;20200225;450000;;R;RESIDENCE;6;;;0;AP923105;
