B;076;572721;3;20121112 01:23;;;;WYOMING LANE;NOORONG;2732;983.4;H;20120622;20120920;746425;R;3;FARM;;RK;;0;AH316384;
B;076;573168;4;20170116 01:02;;;;GRIMER DOWNS LANE;NOORONG;2732;1204;H;20141111;20161122;348000;RU1;3;FARM;;RW;;0;AK959223;
