B;244;3914916;3;20160321 01:18;;;THE CEDARS;WILGADALE ROAD;LAKE CARGELLICO;2672;6.52;H;20101001;20120905;3273;;3;CLOSED RAOD;;;;0;AK244959;
B;244;2647427;2;20030516 12:03;;;;'STRATHAIRD';LAKE CARGELLICO;2672;687.2;H;19910126;19910612;200000;R;3;FARM;;RB;RMI;;9468258;
B;244;3869328;12;20150824 01:20;;;LOT 2 DP 1;RECREATION ROAD;LAKE CARGELLICO;2672;15.26;H;20120418;20120512;4897;;3;CLOSED ROAD;;;;0;AJ544174;
